Historic Coal Production Data: 2012
based on the U.S. Energy Information Administration and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2012	4608376	Peach Orchard Prep Plant & Ld	West Virginia (Southern)	Clay	Active	Underground	Operating Subsidiary	Preparation Plant	Fola Coal Company Llc	"P.O. Box 180, Bickmore, WV 25019"	-	0	39	"88,834"
2012	4608377	Surface Mine No 2	West Virginia (Southern)	Clay	Active	Surface	Operating Subsidiary	Mine only	Fola Coal Company Llc	"P.O. Box 180, Bickmore, WV 25019"	-	"953,454"	99	"254,305"
2012	4609171	Rocklick Coalburg Deep Mine	West Virginia (Southern)	Clay	Permanently abandoned	Underground	Operating Subsidiary	Mine only	Little Eagle Coal Company Llc	"P.O. Box 180, Bickmore, WV 25019"	-	"91,545"	85	"42,401"
2012	4604236	Maple Eagle No. 1 Mine	West Virginia (Southern)	Fayette	Active	Underground	Indepedent Producer Operator	Mine only	Maple Coal Co.	"702 Professional Park Drive, S, Summersville, WV 26651"	-	"489,729"	153	"337,166"
2012	4604343	Kingston Plant	West Virginia (Southern)	Fayette	Active	Surface	Operating Subsidiary	Preparation Plant	Kingston Processing Inc	"600 Resource Drive, Scarbro, WV 25917"	-	0	3	"8,303"
2012	4604343	Kingston Plant	West Virginia (Southern)	Fayette	Active	Underground	Operating Subsidiary	Preparation Plant	Kingston Processing Inc	"600 Resource Drive, Scarbro, WV 25917"	-	0	34	"95,481"
2012	4605145	Maple Preparation Plant	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Preparation Plant	Maple Coal Co.	"702 Professional Park Drive, S, Summersville, WV 26651"	-	0	4	"8,621"
2012	4605145	Maple Preparation Plant	West Virginia (Southern)	Fayette	Active	Underground	Indepedent Producer Operator	Preparation Plant	Maple Coal Co.	"702 Professional Park Drive, S, Summersville, WV 26651"	-	0	27	"52,958"
2012	4607058	Huffman Surface Mine No 1and S	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Mine only	Maple Coal Co.	"702 Professional Park Drive, S, Summersville, WV 26651"	-	"332,565"	39	"95,075"
2012	4607491	S-7 Surface Mine	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Mine only	"Revelation Energy, Llc"	"1051 Main Street, Suite 100, Milton, WV 25541"	-	"438,943"	43	"128,168"
2012	4607537	Alloy Surface Mine	West Virginia (Southern)	Fayette	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine only	Alex Energy Inc.	"P.O. Box 150, Cannelton, WV 25036"	-	"218,513"	49	"104,825"
2012	4608625	Kingston No 1	West Virginia (Southern)	Fayette	Active	Underground	Operating Subsidiary	Mine only	"Kingston Mining, Inc."	"600 Resource Drive, Scarbro, WV 25917"	-	"516,408"	108	"275,213"
2012	4608932	Kingston No. 2	West Virginia (Southern)	Fayette	Active	Underground	Operating Subsidiary	Mine only	"Kingston Mining, Inc."	"600 Resource Drive, Scarbro, WV 25917"	-	"352,406"	115	"287,244"
2012	4609054	Republic Energy	West Virginia (Southern)	Fayette	Active	Surface	Operating Subsidiary	Mine only	Elk Run Coal Co	"400 Patterson Lane, Charleston, WV 25311"	-	"2,248,903"	260	"643,494"
2012	4609105	Surface No 5	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Mine only	Frasure Creek Mining Llc	"4978 Teays Valley Road, Scott Depot, WV 25560"	-	"553,691"	162	"298,054"
2012	4609114	Pax Load Out	West Virginia (Southern)	Fayette	Active	Surface	Operating Subsidiary	Preparation Plant	"Simmons Fork Mining, Inc."	"P.O. Box 69, Pax, WV 25904"	-	0	5	"15,621"
2012	4609162	Deep Water Prep Plant P-2	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Preparation Plant	Frasure Creek Mining Llc	"4978 Teays Valley Road, Scott Depot, WV 25560"	-	0	18	"30,316"
2012	4609218	Glenco Load-Out	West Virginia (Southern)	Fayette	Active	Surface	Indepedent Producer Operator	Preparation Plant	Frasure Creek Mining Llc	"4978 Teays Valley Rd., Scott Depot, WV 25560"	-	0	2	"4,968"
2012	4609237	Alloy Powellton	West Virginia (Southern)	Fayette	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Mammoth Coal Co.	"P.O. Box 150, Cannelton, WV 25036"	-	"174,938"	61	"131,690"
2012	4609329	Mine No 11	West Virginia (Southern)	Fayette	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Frasure Creek Mining Llc	"4978 Teays Valley Road, Scott Depot, WV 25560"	-	"14,464"	17	"14,229"
2012	4602151	Vindex Energy	West Virginia (Northern)	Grant	Temporarily closed	Surface	Operating Subsidiary	Preparation Plant	Vindex Energy Corporation	"265 Glass Drive, Mt Lake Park, MD 21550"	-	0	3	"7,518"
2012	4607837	Dobbin Ridge Prep Plant	West Virginia (Northern)	Grant	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Vindex Energy Corporation	"265 A Glass Drive, Mountain Lake, MD 21550"	-	0	6	"16,958"
2012	4607837	Dobbin Ridge Prep Plant	West Virginia (Northern)	Grant	Temporarily closed	Underground	Indepedent Producer Operator	Preparation Plant	Vindex Energy Corporation	"265 A Glass Drive, Mountain Lake, MD 21550"	-	0	10	"25,437"
2012	4609369	Bismarck  Mine	West Virginia (Northern)	Grant	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	"Vindex Energy Corp,"	"265 Glass Drive, Mt. Lake Park, MD 21550"	-	"132,974"	47	"116,018"
2012	4607376	Lost Flat Surface Mine	West Virginia (Southern)	Greenbrier	Active	Surface	Operating Subsidiary	Mine only	"South Fork Coal Company, Llc"	"1295 Ashford Hill Road, Ashford, WV 25009"	-	"77,310"	24	"63,748"
2012	4608909	Midland Trail Mine No. 2	West Virginia (Southern)	Greenbrier	Active	Underground	Indepedent Producer Operator	Mine only	"West Virginia Mine Power, Inc"	"P.O. Box Q, Rupert, WV 25984"	-	"102,267"	66	"160,102"
2012	4609125	Mountaineer No. 1 Preparation	West Virginia (Southern)	Greenbrier	Active	Surface	Indepedent Producer Operator	Preparation Plant	"West Virginia Mine Power, Inc"	"P.O. Box O, Rupert, WV 25984"	-	0	17	"34,646"
2012	4609125	Mountaineer No. 1 Preparation	West Virginia (Southern)	Greenbrier	Active	Underground	Indepedent Producer Operator	Preparation Plant	"West Virginia Mine Power, Inc"	"P.O. Box O, Rupert, WV 25984"	-	0	27	"54,191"
2012	4609154	Pocahontas Mine	West Virginia (Southern)	Greenbrier	Active	Underground	Operating Subsidiary	Mine only	White Buck Coal Company	"P.O. Box 190, Leivasy, WV 26676"	-	"350,606"	108	"236,088"
2012	4609172	Mountaineer Pocahontas Mine No	West Virginia (Southern)	Greenbrier	Active	Underground	Operating Subsidiary	Mine only	"West Virginia Mine Power, Inc."	"P.O. Box O, Rupert, WV 25984"	-	"145,995"	136	"239,541"
2012	4609175	Mountaineer No. 1 Loadout	West Virginia (Southern)	Greenbrier	Active	Surface	Indepedent Producer Operator	Preparation Plant	"West Virginia Mine Power, Inc"	"P.O. Box O, Rupert, WV 25984"	-	0	1	"2,652"
2012	4609175	Mountaineer No. 1 Loadout	West Virginia (Southern)	Greenbrier	Active	Underground	Indepedent Producer Operator	Preparation Plant	"West Virginia Mine Power, Inc"	"P.O. Box O, Rupert, WV 25984"	-	0	2	"4,149"
2012	4609210	Mountaineer Pocahontas Mine No	West Virginia (Southern)	Greenbrier	Active	Underground	Indepedent Producer Operator	Mine only	"West Virginia Mine Power, Inc."	"P.O. Box O, Rupert, WV 25984"	-	"174,956"	75	"164,291"
2012	4609246	Midland Trail Surface Mine No.	West Virginia (Southern)	Greenbrier	Active	Surface	Indepedent Producer Operator	Mine only	"West Virginia Mine Power, Inc."	"P.O. Box Q, Rupert, WV 25984"	-	"273,503"	54	"129,962"
2012	4609292	Buck Lilly Surface Mine	West Virginia (Southern)	Greenbrier	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"West Virginia Mine Power, Inc."	"P.O. Box O, Rupert, WV 25984"	-	"103,166"	32	"54,155"
2012	4602737	Nancy	West Virginia (Northern)	Harrison	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Ten-A-Coal Company	"Rte 4, Box 253, Clarksburg, WV 26301"	-	"9,914"	4	"5,581"
2012	4607085	Rider #1	West Virginia (Northern)	Harrison	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Gold Resources L L C	"14 Chenoweth Dr., Bridgeport, WV 26330"	-	"2,843"	5	"5,983"
2012	4609060	#4 Mine	West Virginia (Northern)	Harrison	Active	Underground	Operating Subsidiary	Mine only	"Ten-Mile Coal Co., Inc."	"P.O. Box 549, Dellslow, WV 26531"	-	"370,287"	86	"178,029"
2012	4609304	Twin Bridges 2	West Virginia (Northern)	Harrison	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	"United Coals, Inc"	"14 Chenowith Dr., Bridgeport, WV 26330"	-	"3,880"	10	"12,031"
2012	4603085	South Hollow Plant-Emerald Pro	West Virginia (Southern)	Kanawha	Active	Underground	Operating Subsidiary	Preparation Plant	Emerald Processing Llc	"P.O. Box 189, Comfort, WV 25049"	-	0	30	"73,851"
2012	4603317	Mammoth Coal  Processing Pl &	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Preparation Plant	Mammoth Coal Co.	"P.O. Box 150, Cannelton, WV 25036"	-	0	19	"41,028"
2012	4603317	Mammoth Coal  Processing Pl &	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	Mammoth Coal Co.	"P.O. Box 150, Cannelton, WV 25036"	-	0	45	"95,733"
2012	4604718	Slaughter Creek Prep Plant	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Preparation Plant	Hanover Resources Llc	"476 Ragland Road, Beckley, WV 25802"	-	0	8	"20,764"
2012	4604718	Slaughter Creek Prep Plant	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	Hanover Resources Llc	"476 Ragland Road, Beckley, WV 25802"	-	0	12	"32,476"
2012	4605437	American Eagle Mine	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Mine only	"Speed Mining, Llc"	"P.O. Box 99, Dawes, WV 25054"	-	"2,266,211"	438	"987,190"
2012	4607178	Samples Mine	West Virginia (Southern)	Kanawha	Active	Surface	Operating Subsidiary	Mine only	Catenary Coal Company Llc	"5914 Cabin Creek Rd, Eskdale, WV 25075"	-	"589,725"	76	"196,970"
2012	4608146	Campbells Creek Surface Facili	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	Midland Trail Energy Llc	"P.O. Box 366, Tad, WV 25201"	-	0	14	"19,230"
2012	4608465	Toms Fork Loadout	West Virginia (Southern)	Kanawha	Active	Surface	Operating Subsidiary	Preparation Plant	Coyote Coal Company Llc	"100 Toms Fork Road, Eskdale, WV 25075"	-	0	3	"5,614"
2012	4608465	Toms Fork Loadout	West Virginia (Southern)	Kanawha	Active	Underground	Operating Subsidiary	Preparation Plant	Coyote Coal Company Llc	"100 Toms Fork Road, Eskdale, WV 25075"	-	0	29	"64,555"
2012	4608571	Coal Clean Llc	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	Coal Clean Llc	"P.O. Box 99, Dawes, WV 25054"	-	0	58	"132,462"
2012	4608596	Fourmile Fork	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	Pritchard Mining Co Inc.	"P.O. Box 3311, Charleston, WV 25333"	-	"353,483"	66	"160,213"
2012	4608759	Eagle Mine	West Virginia (Southern)	Kanawha	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Newtown Energy Inc	"P.O. Box 189, Comfort, WV 25049"	-	"196,121"	81	"183,783"
2012	4608869	Quincy Manufactured Home Park	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	Development Services Inc	"200 Association Drive, Charleston, WV 25311"	-	"295,794"	36	"85,741"
2012	4608906	S11 Keystone Surface Mine	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	"Revelation Energy Holdings, Ll"	"P.O. Box 4386, Charleston, WV 25364"	-	"159,256"	20	"41,177"
2012	4608961	Marmet Dock	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Preparation Plant	Alex Energy Inc.	"P.O. Box 150, Cannelton, WV 25306"	-	0	5	"11,799"
2012	4608961	Marmet Dock	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	Alex Energy Inc.	"P.O. Box 150, Cannelton, WV 25306"	-	0	4	"11,798"
2012	4608964	Feds Creek #1	West Virginia (Southern)	Kanawha	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Wolf Creek Coal Corp	"P.O. Box 50, Phyllis, KY 41544"	-	"15,841"	5	"5,992"
2012	4608993	Coalburg No 1 Mine	West Virginia (Southern)	Kanawha	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	"Newtown Energy, Inc."	"4449 Left Fork Of Joes Creek, Comfort, WV 25049"	-	"25,110"	16	"38,097"
2012	4608999	Mine No 1	West Virginia (Southern)	Kanawha	Permanently abandoned	Underground	Contractor	Mine only	S E L A H  Corporation	"P.O. Box 1375, Gilbert, WV 25621"	-	"139,783"	39	"43,261"
2012	4609034	Administrative Services Auger	West Virginia (Southern)	Kanawha	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Administrative Services Inc	"1719 Pleasant Valley Road, Given, WV 25245"	-	636	2	356
2012	4609107	Campbells Creek No 7 Mine	West Virginia (Southern)	Kanawha	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Midland Trail Energy Llc	"Hc 36 Box 42, Charleston, WV 25306"	-	"46,530"	15	"29,305"
2012	4609108	Mammoth #2 Gas	West Virginia (Southern)	Kanawha	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Mammoth Coal Co.	"P.O. Box 150, Cannelton, WV 25036"	-	"25,393"	20	"40,637"
2012	4609148	Laurel Coalburg Tunnel Mine	West Virginia (Southern)	Kanawha	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Mammoth Coal Co	"P.O. Box 150, Cannelton, WV 25036"	-	"1,843"	7	"15,016"
2012	4609153	Samples Mine Highwall Miner	West Virginia (Southern)	Kanawha	Active	Surface	Operating Subsidiary	Mine only	Catenary Coal Company Llc	"100 Toms Fork Road, Eskdale, WV 25075"	-	"90,983"	5	"13,319"
2012	4609170	Four Mile Surface Mine No 2	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	Hanover Resources Llc	"476 Ragland Road, Suite 2, Beckley, WV 25801"	-	"548,712"	62	"148,493"
2012	4609221	Slabcamp	West Virginia (Southern)	Kanawha	Active	Underground	Operating Subsidiary	Mine only	Mammoth Coal Co.	"P.O. Box 150, Cannelton, WV 25036"	-	"978,796"	119	"248,019"
2012	4609226	Five Mile Prep Plt & Refuse Im	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Midland Trail Energy, Llc"	"P.O. Box 366, Tad, WV 25201"	-	0	23	"57,267"
2012	4609230	Winchester Mine	West Virginia (Southern)	Kanawha	Active	Underground	Operating Subsidiary	Mine only	Remington Llc	"800 Toms Fork Road, Eskdale, WV 25075"	-	"961,441"	167	"334,109"
2012	4609231	Coalburg No. 2 Mine	West Virginia (Southern)	Kanawha	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	"Newtown Energy, Inc."	"P.O. Box 189, Comfort, WV 25049"	-	"48,977"	15	"24,155"
2012	4609285	Briar Mountain Surface Mine	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	Ed Coal Inc	"P.O. Box 726, Ceredo, WV 25507"	-	"391,703"	46	"90,256"
2012	4609296	Mine No. 2	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Mine only	Selah Corporation	"P.O. Box 1375, Gilbert, WV 25261"	-	"139,774"	32	"59,733"
2012	4609297	Bc No. 1 Deep Mine	West Virginia (Southern)	Kanawha	Active	Underground	Indepedent Producer Operator	Mine only	Midland Trail Energy Llc	"P.O. Box 366, Tad, WV 25201"	-	"1,275,350"	114	"270,872"
2012	4609321	No. 34 Auger	West Virginia (Southern)	Kanawha	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Mjk Mining Inc.	"3371 Mills St., North Bend, OH 45052"	-	"4,897"	2	"2,937"
2012	4609400	Opus Mine	West Virginia (Southern)	Kanawha	Active	Surface	Indepedent Producer Operator	Mine only	"Hanover Resources, Llc"	"476 Ragland Road, Beckley, WV 25802"	-	"182,640"	22	"58,355"
2012	4608752	Fork Creek Prep Plant	West Virginia (Southern)	Lincoln	Active	Surface	Operating Subsidiary	Preparation Plant	Coal River Processing Llc	"P.O. Box 79, Alum Creek, WV 25003"	-	0	11	"27,498"
2012	4608752	Fork Creek Prep Plant	West Virginia (Southern)	Lincoln	Active	Underground	Operating Subsidiary	Preparation Plant	Coal River Processing Llc	"P.O. Box 79, Alum Creek, WV 25003"	-	0	27	"64,163"
2012	4608763	Fork Creek No 1	West Virginia (Southern)	Lincoln	Active	Underground	Operating Subsidiary	Mine only	Coal River Mining Llc	"P.O. Box 79, Alum Creek, WV 25003"	-	"787,370"	148	"362,812"
2012	4609042	Fork Creek Mine No 3	West Virginia (Southern)	Lincoln	Active	Underground	Indepedent Producer Operator	Mine only	Coal River Mining Llc	"P.O. Box 79, Alum Creek, WV 25003"	-	"386,349"	57	"141,692"
2012	4601368	Fanco	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Preparation Plant	Apogee Coal Company Llc	"Hc61 Box 156, Yolyn, WV 25654"	United Mine Workers of America	0	31	"83,963"
2012	4602140	Saunders Preparation Plant	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Preparation Plant	"Cliffs Logan County Coal, Llc"	"100 Market St Ste A, Man, WV 25635"	-	0	43	"113,249"
2012	4602443	Little White Oak	West Virginia (Southern)	Logan	Active	Surface	Indepedent Producer Operator	Mine only	Apogee Coal Company Llc	"Hc 61  Box 156, Yolyn, WV 25654"	-	"2,504"	1	350
2012	4602515	Preparation Plant	West Virginia (Southern)	Logan	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Preparation Plant	Stirrat Coal Company	"P.O. Box 40, Wharncliffe, WV 25651"	-	0	9	"16,982"
2012	4604315	Elk Lick Tipple	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Preparation Plant	"Cliffs Logan County Coal, Llc"	"119 Rich Creek Road, Lyburn, WV 25632"	-	0	9	"16,892"
2012	4604315	Elk Lick Tipple	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Preparation Plant	"Cliffs Logan County Coal, Llc"	"119 Rich Creek Road, Lyburn, WV 25632"	-	0	9	"16,892"
2012	4604669	Alex Energy Loadout	West Virginia (Southern)	Logan	Active	Surface	Indepedent Producer Operator	Preparation Plant	Alex Energy Inc	"P.O. Box 1098, Holden, WV 25625"	-	0	4	"9,150"
2012	4605086	Rum Creek Preparation Plant	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Preparation Plant	Bandmill Coal Corp	"P.O. Box 1076, Holden, WV 25625"	-	0	19	"11,014"
2012	4605086	Rum Creek Preparation Plant	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Preparation Plant	Bandmill Coal Corp	"P.O. Box 1076, Holden, WV 25625"	-	0	29	"16,521"
2012	4605909	Holden No 22 Preparation Plant	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Preparation Plant	Coal Mac Inc	"P.O. Box 1050, Holden, WV 25625"	-	0	26	"34,557"
2012	4605909	Holden No 22 Preparation Plant	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Preparation Plant	Coal Mac Inc	"P.O. Box 1050, Holden, WV 25625"	-	0	7	"8,639"
2012	4606750	Eagle Creek No 5 Mine	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Mine only	Eagle Creek Mining Llc	"P.O. Box 1200, Robinson Cree, KY 41560"	-	"217,148"	18	"42,571"
2012	4608249	Surface No 1	West Virginia (Southern)	Logan	Active	Surface	Indepedent Producer Operator	Mine only	"Stollings Trucking Co., Inc."	"P.O. Box 328, Mount Gay, WV 25637"	-	"362,353"	43	"110,396"
2012	4608268	No. 6	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Rockhouse Creek Development Ll	"P.O. Box 1389, Gilbert, WV 25621"	-	"132,060"	52	"124,108"
2012	4608570	Coalburg No 2 Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	"Rio Group, Inc."	"P.O. Box D, Holden, WV 25625"	-	"237,071"	35	"81,413"
2012	4608636	No. 2	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Rockhouse Creek Development Ll	"P.O. Box 1389, Gilbert, WV 25621"	-	"82,120"	51	"125,276"
2012	4608693	Freeze Fork Surface Mine	West Virginia (Southern)	Logan	Permanently abandoned	Surface	Operating Subsidiary	Mine only	Highland Mining Company	"P.O. Box 1098, Holden, WV 25625"	-	"273,682"	93	"79,046"
2012	4608738	Diamond Energy	West Virginia (Southern)	Logan	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Spartan Mining Company Inc	"P.O. Box 1120, Holden, WV 25625"	-	"11,728"	22	"14,499"
2012	4608801	Aracoma Alma Mine #1	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Aracoma Coal Company Inc	"P.O. Box 1120, Holden, WV 25625"	-	"916,317"	166	"375,271"
2012	4608802	Hernshaw Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Aracoma Coal Company Inc	"P.O. Box 1120, Holden, WV 25625"	-	"228,397"	63	"139,348"
2012	4608838	Superior Surface Mine	West Virginia (Southern)	Logan	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine only	White Flame Energy Inc	"P.O. Box 40, Wharncliffe, WV 25651"	-	"375,886"	39	"89,079"
2012	4608939	Guyan	West Virginia (Southern)	Logan	Active	Surface	Indepedent Producer Operator	Mine only	Apogee Coal Company Llc	"Hc 61 Box 156, Yolyn, WV 25654"		"2,173,629"	233	"589,868"
2012	4608973	Wv-3 Surface Mine	West Virginia (Southern)	Logan	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	"36,245"	10	"20,803"
2012	4608984	Coal-Mac Inc Holden #22 Surfac	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Mine only	Phoenix Coal-Mac Mining Inc	"P.O. Box 1050, Holden, WV 25625"	-	"3,064,762"	255	"716,042"
2012	4609029	Mountaineer Ii Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Mingo Logan Coal Company	"P.O. Box E, Sharples, WV 25183"	-	"2,543,761"	340	"845,601"
2012	4609046	Cardinal Preparation Plant	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Preparation Plant	Mingo Logan Coal Company	"P.O. Box E, Sharples, WV 25183"	-	0	3	"6,596"
2012	4609046	Cardinal Preparation Plant	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Preparation Plant	Mingo Logan Coal Company	"P.O. Box E, Sharples, WV 25183"	-	0	26	"66,696"
2012	4609089	Camp Branch Mine	West Virginia (Southern)	Logan	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine only	Rum Creek Coal Sales	"P.O. Box 1096, Holden, WV 25625"	-	"305,033"	48	"116,338"
2012	4609101	Toney Fork Surface Mine	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Mine only	"Cliffs Logan County Coal, Llc"	"100 Market St Ste A, Man, WV 25635"	-	"820,223"	75	"188,655"
2012	4609174	Spruce No. 1 Mine	West Virginia (Southern)	Logan	Active	Surface	Contractor	Mine only	Eagle Creek Mining Llc	"P.O. Box 1200, Robinson, KY 41560"	-	"624,111"	35	"93,475"
2012	4609204	Reylas Surface Mine	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Mine only	Highland Mining Company	"P.O. Box 1098, Holden, WV 25625"	-	"570,769"	89	"142,516"
2012	4609217	Powellton #1 Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	"Cliffs Logan County Coal, Llc"	"119 Rich Creek Road, Lyburn, WV 25632"	-	"753,609"	204	"476,808"
2012	4609254	Hatfield Energy Mine	West Virginia (Southern)	Logan	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Spartan Mining Company Inc.	"P.O. Box 40, Wharncliffe, WV 25651"	-	"119,449"	27	"61,970"
2012	4609280	Dingess Chilton Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	"Cliffs Logan County Coal, Llc"	"119 Rich Creek Road, Man, WV 25635"	-	"489,305"	113	"273,115"
2012	4609281	No. 6-A Mine	West Virginia (Southern)	Logan	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	"Rockhouse Creek Development, L"	"P.O. Box 1389, Gilbert, WV 25621"	-	"143,048"	55	"116,930"
2012	4609299	Cedar Grove #1 Mine	West Virginia (Southern)	Logan	Active	Underground	Operating Subsidiary	Mine only	Aracoma Coal Company	"P.O. Box 1120, Holden, WV 25625"	-	"409,320"	60	"136,439"
2012	4609364	Zigmond Processing	West Virginia (Southern)	Logan	Permanently abandoned	Surface	Indepedent Producer Operator	Preparation Plant	Rum Creek Coal Sales Inc	"P.O. Box 1120, Holden, WV 25625"		0	17	"30,076"
2012	4609364	Zigmond Processing	West Virginia (Southern)	Logan	Permanently abandoned	Underground	Indepedent Producer Operator	Preparation Plant	Rum Creek Coal Sales Inc	"P.O. Box 1120, Holden, WV 25625"		0	31	"55,856"
2012	4609409	Shm 12-66	West Virginia (Southern)	Logan	Active	Surface	Operating Subsidiary	Mine only	Rum Creek Coal Sales	"P.O. Box 1098, Holden, WV 25625"	-	"221,694"	14	"37,553"
2012	4602206	Lick Branch Impoundment	West Virginia (Southern)	Mcdowell	Permanently abandoned	Surface	Contractor	Preparation Plant	"Litwar Processing Company, Llc"	"P.O. Box 727, Iaeger, WV 24844"		0	5	"5,087"
2012	4602380	Bishop Impoundment Area	West Virginia (Southern)	Mcdowell	Active	Surface	Indepedent Producer Operator	Mine only	"Chestnut Land Holdings, Llc"	"106 Lockheed Drive, Beaver, WV 25813"	-	"129,618"	64	"142,052"
2012	4603303	Superior Cleaning Plant	West Virginia (Southern)	Mcdowell	Active	Surface	Contractor	Preparation Plant	"Superior Processing, Inc."	"356 S College Ave, Bluefield, VA 24605"	-	0	2	"4,927"
2012	4603303	Superior Cleaning Plant	West Virginia (Southern)	Mcdowell	Active	Underground	Contractor	Preparation Plant	"Superior Processing, Inc."	"356 S College Ave, Bluefield, VA 24605"	-	0	16	"36,130"
2012	4603404	No 32 Mine	West Virginia (Southern)	Mcdowell	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Bluestone Coal Corporation	"100 Cranberry Creek Drive, Beckley, WV 25801"	United Mine Workers of America	"1,854"	4	"1,518"
2012	4603444	Keystone No 1 Preparation Plan	West Virginia (Southern)	Mcdowell	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Preparation Plant	"Keystone Service Industries, I"	"P.O. Box 1085, Beckley, WV 25801"	United Mine Workers of America	0	1	"2,223"
