Year	State	County	FIPS	Commodity	Product	Volume
2014	NM	Lea County	35025		Oil (bbl)	2151223.06
2008	KS	Kearny County	20093		Gas (mcf)	2152141.15
2012	ND	Billings County	38007		Oil (bbl)	2152264.4
2008	OK	Pittsburg County	40121		Gas (mcf)	2157552.52
2010	CO	Weld County	08123		Gas (mcf)	2164777.71
2005	ND	Mercer County	38057		Coal (tons)	2169980.45
2013	ND	Billings County	38007		Oil (bbl)	2176648.39
2013	LA	Plaquemines Parish	22075		Gas (mcf)	2178532.38
2008	WY	Sweetwater County	56037		Coal (tons)	2186850
2010	WY	Hot Springs County	56017		Oil (bbl)	2195104.63
2011	CO	Archuleta County	08007		Gas (mcf)	2204138.95
2013	CA	Solano County	06095		Gas (mcf)	2205533.03
2009	WY	Big Horn County	56003		Gas (mcf)	2216877.52
2007	KS	Kearny County	20093		Gas (mcf)	2227675.87
2005	ND	McKenzie County	38053		Gas (mcf)	2237831.31
2014	LA	Plaquemines Parish	22075		Gas (mcf)	2253315.51
2009	WY	Hot Springs County	56017		Oil (bbl)	2263119.76
2006	ND	Bowman County	38011		Oil (bbl)	2264028.51
2006	WY	Sublette County	56035		Gas (mcf)	2265060.5
2008	MT	Fallon County	30025		Oil (bbl)	2267322.96
2013	CO	Weld County	08123		Gas (mcf)	2268221.35
2013	ND	Dunn County	38025		Gas (mcf)	2277780.09
2012	ND	Mercer County	38057		Coal (tons)	2278424.95
2012	ND	Mountrail County	38061		Gas (mcf)	2282494.22
2006	ND	McKenzie County	38053		Gas (mcf)	2296290.37
2013	TX	Wise County	48497		Gas (mcf)	2304742.79
2010	AR	Van Buren County	05141		Gas (mcf)	2305903.54
2006	WY	Sweetwater County	56037		Oil (bbl)	2312105.35
2014	ND	Billings County	38007		Oil (bbl)	2314539.1
2010	WY	Sweetwater County	56037		Oil (bbl)	2317556.62
2006	CA	Sacramento County	06067		Gas (mcf)	2317561.6
2012	KS	Morton County	20129		Gas (mcf)	2321568.44
2013	ND	Mountrail County	38061		Gas (mcf)	2321712.09
2007	ID	Caribou County	16029		Phosphate Raw Ore (tons)	2324385
2005	CO	Weld County	08123		Gas (mcf)	2326339.75
2005	WY	Sweetwater County	56037		Coal (tons)	2332026
2012	TX	Wise County	48497		Gas (mcf)	2342554.01
2008	WY	Big Horn County	56003		Gas (mcf)	2344632.2
2007	ND	Bowman County	38011		Oil (bbl)	2355350.03
2007	WY	Big Horn County	56003		Gas (mcf)	2356638.8
2009	UT	Sevier County	49041		Oil (bbl)	2365384.33
2012	WY	Converse County	56009		Gas (mcf)	2372037.75
2009	WY	Sweetwater County	56037		Oil (bbl)	2376059.59
2006	ID	Caribou County	16029		Phosphate Raw Ore (tons)	2381392
2007	ND	McKenzie County	38053		Gas (mcf)	2388712.4
2013	AR	Van Buren County	05141		Gas (mcf)	2394025.17
2014	CO	Moffat County	08081		Coal (tons)	2399673.95
2011	UT	Emery County	49015		Coal (tons)	2399827
2011	CO	Garfield County	08045		Gas (mcf)	2401230.53
2012	TX	Sabine County	48403		Gas (mcf)	2408862.57
2013	CO	Rio Blanco County	08103		Oil (bbl)	2414439.64
2008	ID	Caribou County	16029		Phosphate Raw Ore (tons)	2424258
2005	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	2424604.36
2014	CO	Gunnison County	08051		Gas (mcf)	2431958.67
2008	ND	McKenzie County	38053		Gas (mcf)	2444436.6
2014	ND	Billings County	38007		Gas (mcf)	2445011.1
2013	WY	Converse County	56009		Oil (bbl)	2446311.35
2007	WY	Hot Springs County	56017		Oil (bbl)	2446664.13
2010	WY	Sweetwater County	56037		Coal (tons)	2448074
2006	KS	Kearny County	20093		Gas (mcf)	2451005.39
2009	OK	Pittsburg County	40121		Gas (mcf)	2451698.92
2008	WY	Hot Springs County	56017		Oil (bbl)	2462560
2007	ND	Billings County	38007		Gas (mcf)	2463422.61
2007	TX	Houston County	48225		Gas (mcf)	2468958.25
2014	NM	Quay County	35037		Gas (mcf)	2476466.7
2014	NM	Union County	35059		Gas (mcf)	2476474.13
2010	UT	Duchesne County	49013		Oil (bbl)	2478103.25
2008	WY	Sweetwater County	56037		Oil (bbl)	2479149.51
2007	MT	Fallon County	30025		Oil (bbl)	2483836.01
2006	WY	Hot Springs County	56017		Oil (bbl)	2493318.2
2005	ND	Bowman County	38011		Gas (mcf)	2493772.88
2014	WY	Converse County	56009		Oil (bbl)	2493897.41
2014	SD	Harding County	46063		Gas (mcf)	2500311.27
2005	WY	Hot Springs County	56017		Oil (bbl)	2502162.64
2014	AR	Sebastian County	05131		Gas (mcf)	2503906.4
2014	CO	Rio Blanco County	08103		Oil (bbl)	2504563.41
2013	WY	Sublette County	56035		Gas (mcf)	2509050
2014	WY	Sweetwater County	56037		Oil (bbl)	2512392.37
2012	SD	Harding County	46063		Gas (mcf)	2518858.7
2011	UT	Duchesne County	49013		Oil (bbl)	2533855.56
2010	CO	Rio Blanco County	08103		Oil (bbl)	2536813.35
2014	WY	Sheridan County	56033		Gas (mcf)	2536905.23
2005	MT	Fallon County	30025		Oil (bbl)	2541942.49
2011	WY	Sweetwater County	56037		Oil (bbl)	2544248.33
2012	CO	Rio Blanco County	08103		Oil (bbl)	2560864.37
2012	CA	Solano County	06095		Gas (mcf)	2567717.75
2007	WY	Sweetwater County	56037		Gas (mcf)	2568162.15
2012	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	2569342.64
2011	ND	Mountrail County	38061		Oil (bbl)	2597286.86
2007	AR	Yell County	05149		Gas (mcf)	2600866.27
2011	CO	Rio Blanco County	08103		Oil (bbl)	2606227.38
2012	AR	Van Buren County	05141		Gas (mcf)	2606261.34
2013	WY	Sweetwater County	56037		Oil (bbl)	2612344.73
2010	CO	Archuleta County	08007		Gas (mcf)	2617033.1
2005	ID	Caribou County	16029		Phosphate Raw Ore (tons)	2621832
2010	OK	Pittsburg County	40121		Gas (mcf)	2651658
2009	CO	Rio Blanco County	08103		Oil (bbl)	2659873.71
2013	NM	Quay County	35037		Gas (mcf)	2671068.34
2013	NM	Union County	35059		Gas (mcf)	2671076.35
2011	MT	Blaine County	30005		Gas (mcf)	2671398.32
2005	KS	Kearny County	20093		Gas (mcf)	2671489.63
2005	UT	Uintah County	49047		Oil (bbl)	2680918.69
2008	CO	Archuleta County	08007		Gas (mcf)	2681825.85
2009	WY	Johnson County	56019		Gas (mcf)	2689458
2006	MT	Fallon County	30025		Oil (bbl)	2697339.56
2014	ND	Dunn County	38025		Oil (bbl)	2697995.77
2005	CA	Sacramento County	06067		Gas (mcf)	2703796.18
2013	SD	Harding County	46063		Gas (mcf)	2706298.41
2008	MT	Blaine County	30005		Gas (mcf)	2706632.74
2009	ND	McKenzie County	38053		Gas (mcf)	2712134.42
2008	NM	Harding County	35021		Gas (mcf)	2712299.7
2008	NM	Quay County	35037		Gas (mcf)	2712299.7
2008	NM	Union County	35059		Gas (mcf)	2712307.84
2011	KS	Morton County	20129		Gas (mcf)	2720611.75
2007	WY	Sweetwater County	56037		Oil (bbl)	2725790.92
2012	WY	Sweetwater County	56037		Oil (bbl)	2726149.81
2007	NM	Harding County	35021		Gas (mcf)	2731819.24
2007	NM	Quay County	35037		Gas (mcf)	2731819.24
2007	NM	Union County	35059		Gas (mcf)	2731827.44
2009	NM	Quay County	35037		Gas (mcf)	2739038.62
2009	NM	Union County	35059		Gas (mcf)	2739046.84
2012	CO	Rio Blanco County	08103		Coal (tons)	2743564
2010	NM	Quay County	35037		Gas (mcf)	2748174.61
2010	NM	Union County	35059		Gas (mcf)	2748182.85
2006	WY	Big Horn County	56003		Gas (mcf)	2758062.18
2007	UT	Duchesne County	49013		Oil (bbl)	2762987.92
2012	NM	Quay County	35037		Gas (mcf)	2771070.64
2012	NM	Union County	35059		Gas (mcf)	2771078.95
2013	AR	Sebastian County	05131		Gas (mcf)	2772996.37
2011	NM	Quay County	35037		Gas (mcf)	2774978.21
2011	NM	Union County	35059		Gas (mcf)	2774986.54
2010	ND	Bowman County	38011		Gas (mcf)	2788020.46
2007	CO	Archuleta County	08007		Gas (mcf)	2792273.71
2010	MT	Blaine County	30005		Gas (mcf)	2806676.05
2006	CO	Archuleta County	08007		Gas (mcf)	2843776
2006	NM	Harding County	35021		Gas (mcf)	2847247
2006	NM	Quay County	35037		Gas (mcf)	2847247
2006	NM	Union County	35059		Gas (mcf)	2847255.54
2012	UT	Duchesne County	49013		Oil (bbl)	2848767.33
2007	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	2858481.49
2009	NM	Harding County	35021		Gas (mcf)	2864353.65
2005	CO	San Miguel County	08113		Gas (mcf)	2872395
2009	MT	Blaine County	30005		Gas (mcf)	2878858.95
2008	AR	Logan County	05083		Gas (mcf)	2882488.12
2014	ND	Mountrail County	38061		Gas (mcf)	2882819.87
2006	TX	Tarrant County	48439		Gas (mcf)	2884560
2009	CO	Archuleta County	08007		Gas (mcf)	2887849.72
2011	WY	Sweetwater County	56037		Coal (tons)	2889839
2008	CO	Rio Blanco County	08103		Oil (bbl)	2890334.19
2009	WY	Sublette County	56035		Gas (mcf)	2891827
2011	CA	Solano County	06095		Gas (mcf)	2934411.99
2007	NM	Eddy County	35015		Gas (mcf)	2935719.2
2006	UT	Uintah County	49047		Oil (bbl)	2948057.17
2009	UT	San Juan County	49037		Gas (mcf)	2950011
2012	LA	De Soto Parish	22031		Gas (mcf)	2959758.25
2006	CO	Rio Blanco County	08103		Oil (bbl)	2970648.34
2006	WY	Sweetwater County	56037		Coal (tons)	2972629
2005	CO	Rio Blanco County	08103		Oil (bbl)	2974167.24
2014	UT	Grand County	49019		Gas (mcf)	2984411.57
2005	AR	Yell County	05149		Gas (mcf)	2987086.38
2005	NM	Harding County	35021		Gas (mcf)	2988534.3
2005	NM	Quay County	35037		Gas (mcf)	2988534.3
2005	NM	Union County	35059		Gas (mcf)	2988543.27
2009	CO	Rio Blanco County	08103		Coal (tons)	2993675
2011	MT	Big Horn County	30003		Gas (mcf)	3002622.02
2013	CO	Moffat County	08081		Coal (tons)	3004099.08
2014	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3010668.39
2010	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3012894.42
2010	NM	Harding County	35021		Gas (mcf)	3016752.54
2007	WY	Sweetwater County	56037		Coal (tons)	3029163
2010	OK	Roger Mills County	40129		Gas (mcf)	3030308.29
2013	ND	Mercer County	38057		Coal (tons)	3030603.03
2007	CO	Rio Blanco County	08103		Oil (bbl)	3035579.13
2011	UT	Grand County	49019		Gas (mcf)	3039206.85
2012	AR	Sebastian County	05131		Gas (mcf)	3041349.01
2014	TX	Starr County	48427		Gas (mcf)	3041423.89
2005	WY	Big Horn County	56003		Gas (mcf)	3043197.32
2012	AR	Conway County	05029		Gas (mcf)	3055289.52
2013	UT	Duchesne County	49013		Oil (bbl)	3063167.13
2014	OK	Coal County	40029		Gas (mcf)	3064518.24
2013	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3064558.64
2014	CO	Las Animas County	08071		Gas (mcf)	3066334.01
2010	CO	Rio Blanco County	08103		Coal (tons)	3074981
2006	WY	Sweetwater County	56037		Gas (mcf)	3076814.02
2013	UT	Millard County	49027		Geothermal - Electrical Generation, Kilowatt Hours	3078555.18
2005	MT	Blaine County	30005		Gas (mcf)	3078804.83
2005	CO	Las Animas County	08071		Gas (mcf)	3081193.9
2012	NM	Eddy County	35015		Oil (bbl)	3087823.78
2009	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3092971.66
2013	CO	Rio Blanco County	08103		Coal (tons)	3093859.92
2014	ND	Dunn County	38025		Gas (mcf)	3102376.98
2010	ND	McKenzie County	38053		Oil (bbl)	3110525.07
2008	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3114139.31
2010	CO	Delta County	08029		Coal (tons)	3116270.67
2013	WY	Sweetwater County	56037		Coal (tons)	3123934
2014	UT	Emery County	49015		Coal (tons)	3127674
2006	CA	Kern County	06029		Gas (mcf)	3140316.95
2009	AR	Van Buren County	05141		Gas (mcf)	3149636.53
2010	CO	Moffat County	08081		Coal (tons)	3174890
2005	WY	Sweetwater County	56037		Gas (mcf)	3180688.48
2009	CO	Garfield County	08045		Gas (mcf)	3181171.74
2006	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3184204.64
2012	UT	Grand County	49019		Gas (mcf)	3196173.21
2006	ND	Mercer County	38057		Coal (tons)	3196317.49
2007	CA	Kern County	06029		Gas (mcf)	3196592.81
2007	KS	Morton County	20129		Gas (mcf)	3203690.82
2012	OK	Coal County	40029		Gas (mcf)	3216235.59
2011	NV	Eureka County	32011		Geothermal - Electrical Generation, Kilowatt Hours	3216374.91
2014	CO	San Miguel County	08113		Gas (mcf)	3217123.24
2010	UT	Grand County	49019		Gas (mcf)	3231011.24
2009	KS	Morton County	20129		Gas (mcf)	3238481.19
2008	CO	Rio Blanco County	08103		Coal (tons)	3242108
2005	CO	Archuleta County	08007		Gas (mcf)	3261806.51
2013	UT	Grand County	49019		Gas (mcf)	3263015.97
2013	TX	Starr County	48427		Gas (mcf)	3263449.69
2010	KS	Morton County	20129		Gas (mcf)	3274395.96
2014	UT	Duchesne County	49013		Oil (bbl)	3295156.66
2008	UT	San Juan County	49037		Gas (mcf)	3307404
2008	UT	Duchesne County	49013		Oil (bbl)	3312242.05
2014	ND	Mountrail County	38061		Oil (bbl)	3327106.53
2011	CO	Moffat County	08081		Coal (tons)	3328554
2005	WY	Natrona County	56025		Oil (bbl)	3330947.85
2013	CO	Delta County	08029		Coal (tons)	3335957.54
2010	CA	Solano County	06095		Gas (mcf)	3346088.42
2008	KS	Morton County	20129		Gas (mcf)	3350282.04
2013	CO	Las Animas County	08071		Gas (mcf)	3356607.45
2012	CO	Moffat County	08081		Coal (tons)	3360036
2011	OK	Roger Mills County	40129		Gas (mcf)	3365431.79
2009	CO	Delta County	08029		Coal (tons)	3374982.11
2014	AR	Conway County	05029		Gas (mcf)	3376360.27
2012	ND	Mountrail County	38061		Oil (bbl)	3395254.32
2007	UT	Uintah County	49047		Oil (bbl)	3398686.19
2009	UT	Duchesne County	49013		Oil (bbl)	3412832.79
2013	AR	Conway County	05029		Gas (mcf)	3413493.44
2006	ND	Bowman County	38011		Gas (mcf)	3413540.61
2005	WY	Sweetwater County	56037		Soda Ash (tons)	3416753
2011	AR	Sebastian County	05131		Gas (mcf)	3420913.94
2009	ID	Caribou County	16029		Phosphate Raw Ore (tons)	3423741
2010	CO	Garfield County	08045		Gas (mcf)	3436940.46
2013	ND	Mountrail County	38061		Oil (bbl)	3441042.18
2009	ND	Bowman County	38011		Gas (mcf)	3448394.91
2014	ND	Mercer County	38057		Coal (tons)	3449724.73
2013	CO	San Miguel County	08113		Gas (mcf)	3465118.56
2006	WY	Natrona County	56025		Oil (bbl)	3466176.61
2011	AR	Van Buren County	05141		Gas (mcf)	3470334.73
2014	CO	Rio Blanco County	08103		Coal (tons)	3481849.05
2013	UT	Emery County	49015		Coal (tons)	3482244
2007	MT	Blaine County	30005		Gas (mcf)	3498586.82
2006	KS	Morton County	20129		Gas (mcf)	3500211.12
2010	ID	Caribou County	16029		Phosphate Raw Ore (tons)	3523585
2007	ND	Mercer County	38057		Coal (tons)	3532979.71
2006	CO	Las Animas County	08071		Gas (mcf)	3572400.5
2008	UT	Carbon County	49007		Gas (mcf)	3598195
2014	WY	Sweetwater County	56037		Coal (tons)	3611250
2009	WY	Campbell County	56005		Oil (bbl)	3621868.05
2007	UT	Carbon County	49007		Gas (mcf)	3634136
2009	OK	Roger Mills County	40129		Gas (mcf)	3637214.83
2006	AR	Yell County	05149		Gas (mcf)	3642637.64
2012	CO	Las Animas County	08071		Gas (mcf)	3663905.07
2008	CA	Kern County	06029		Gas (mcf)	3684486.46
2008	OK	Roger Mills County	40129		Gas (mcf)	3695512.41
2011	CO	Las Animas County	08071		Gas (mcf)	3706621.5
2011	CO	Delta County	08029		Coal (tons)	3713026.54
2011	CO	Rio Blanco County	08103		Coal (tons)	3729713
2010	AR	Sebastian County	05131		Gas (mcf)	3746737.01
2005	KS	Morton County	20129		Gas (mcf)	3762352.1
2008	NM	Eddy County	35015		Gas (mcf)	3777307.76
2007	WY	Natrona County	56025		Oil (bbl)	3807087.07
2005	MT	Big Horn County	30003		Gas (mcf)	3814721.14
2009	AR	Sebastian County	05131		Gas (mcf)	3823618.24
2006	MT	Blaine County	30005		Gas (mcf)	3838489.96
2010	WY	Campbell County	56005		Oil (bbl)	3842018.08
2014	AR	Logan County	05083		Gas (mcf)	3847836.07
2012	TX	Starr County	48427		Gas (mcf)	3854452.96
2010	CO	Las Animas County	08071		Gas (mcf)	3865966.64
2005	WY	Sheridan County	56033		Gas (mcf)	3872440.28
2007	ND	Bowman County	38011		Gas (mcf)	3872911.51
2005	UT	Emery County	49015		Coal (tons)	3873419.77
2014	AR	Van Buren County	05141		Gas (mcf)	3875035.51
2012	WY	Sweetwater County	56037		Coal (tons)	3886834
2011	WY	Campbell County	56005		Oil (bbl)	3905535.42
2009	UT	Grand County	49019		Gas (mcf)	3930030.37
2008	WY	Campbell County	56005		Oil (bbl)	3970614.39
2012	WY	Campbell County	56005		Oil (bbl)	3998705.67
2014	CO	Huerfano County	08055		Gas (mcf)	4037516.31
2005	AR	Sebastian County	05131		Gas (mcf)	4075348.33
2007	CO	Las Animas County	08071		Gas (mcf)	4075809.04
2009	CA	Solano County	06095		Gas (mcf)	4090837.93
2014	WY	Converse County	56009		Oil (bbl)	4117182.98
2008	WY	Natrona County	56025		Oil (bbl)	4127923.92
2009	UT	San Juan County	49037		Gas (mcf)	4150609.18
2010	ND	McKenzie County	38053		Gas (mcf)	4157317.07
2009	CO	Moffat County	08081		Coal (tons)	4158935
2011	LA	De Soto Parish	22031		Gas (mcf)	4199598.96
2014	WY	Park County	56029		Oil (bbl)	4203523.42
2009	CO	Las Animas County	08071		Gas (mcf)	4221540.56
2008	AR	Sebastian County	05131		Gas (mcf)	4223358.62
2013	WY	Sheridan County	56033		Gas (mcf)	4254751.23
2005	WY	Campbell County	56005		Oil (bbl)	4274528.35
2007	OK	Roger Mills County	40129		Gas (mcf)	4274961.8
2008	UT	Uintah County	49047		Oil (bbl)	4275059.65
2005	UT	Duchesne County	49013		Gas (mcf)	4277316.4
2007	MT	Big Horn County	30003		Gas (mcf)	4293870.62
2013	WY	Park County	56029		Oil (bbl)	4295658.46
2010	MT	Big Horn County	30003		Gas (mcf)	4308001.44
2007	WY	Campbell County	56005		Oil (bbl)	4311757.67
2008	ND	Bowman County	38011		Gas (mcf)	4325721.7
2014	MT	Fallon County	30025		Gas (mcf)	4328410.03
2006	UT	Duchesne County	49013		Gas (mcf)	4337088.07
2014	NM	Sandoval County	35043		Gas (mcf)	4341265.08
2013	CO	Huerfano County	08055		Gas (mcf)	4342331.14
2012	UT	Carbon County	49007		Coal (tons)	4364640
2012	CO	Huerfano County	08055		Gas (mcf)	4386155.7
2013	MT	Fallon County	30025		Gas (mcf)	4390661.62
2011	WY	Park County	56029		Oil (bbl)	4395191.35
2007	AR	Sebastian County	05131		Gas (mcf)	4415725.96
2013	AR	Logan County	05083		Gas (mcf)	4415794.17
2009	WY	Natrona County	56025		Oil (bbl)	4426242.59
2012	UT	Emery County	49015		Coal (tons)	4428169
2009	UT	Uintah County	49047		Oil (bbl)	4431018.31
2012	WY	Park County	56029		Oil (bbl)	4439571.11
2006	MT	Big Horn County	30003		Gas (mcf)	4464894.42
2012	ID	Caribou County	16029		Phosphate Raw Ore (tons)	4467766
2014	NM	Lea County	35025		Gas (mcf)	4481555.02
2008	CO	Las Animas County	08071		Gas (mcf)	4492586.18
2011	ND	McKenzie County	38053		Oil (bbl)	4505765.09
2014	NM	Harding County	35021		Gas (mcf)	4535776.66
2010	WY	Converse County	56009		Gas (mcf)	4548371.86
2012	CO	San Miguel County	08113		Gas (mcf)	4563276.42
2010	UT	San Juan County	49037		Gas (mcf)	4588264.81
2014	CO	Weld County	08123		Gas (mcf)	4612454.84
2011	TX	Starr County	48427		Gas (mcf)	4613367.09
2012	WY	Natrona County	56025		Oil (bbl)	4622566.93
2010	WY	Park County	56029		Oil (bbl)	4622716.93
2013	UT	Carbon County	49007		Coal (tons)	4626265
2006	AR	Sebastian County	05131		Gas (mcf)	4628930.27
2011	WY	Converse County	56009		Gas (mcf)	4654394.47
2006	WY	Campbell County	56005		Oil (bbl)	4679884.52
2011	ID	Caribou County	16029		Phosphate Raw Ore (tons)	4690032
2011	NM	Harding County	35021		Gas (mcf)	4721763.29
2012	WY	Sweetwater County	56037		Soda Ash (tons)	4740200
2013	NM	Harding County	35021		Gas (mcf)	4743881.45
2006	WY	Sweetwater County	56037		Soda Ash (tons)	4755332
2005	WY	Sublette County	56035		Oil (bbl)	4768968.75
2006	OK	Roger Mills County	40129		Gas (mcf)	4782860.19
2009	WY	Park County	56029		Oil (bbl)	4794941.04
2011	UT	Carbon County	49007		Coal (tons)	4813795
2009	CA	Kern County	06029		Gas (mcf)	4864026.65
2006	CO	Delta County	08029		Coal (tons)	4893433.88
2011	UT	San Juan County	49037		Gas (mcf)	4894865.11
2012	NM	Harding County	35021		Gas (mcf)	4894973.6
2005	OK	Roger Mills County	40129		Gas (mcf)	4897505.68
2008	MT	Big Horn County	30003		Gas (mcf)	4918420.38
2009	WY	Converse County	56009		Gas (mcf)	4940029.21
2012	UT	San Juan County	49037		Gas (mcf)	4943168
2007	TX	Tarrant County	48439		Gas (mcf)	4952515
2008	UT	Grand County	49019		Gas (mcf)	4955461.19
2014	UT	Carbon County	49007		Coal (tons)	4956871
2013	ID	Caribou County	16029		Phosphate Raw Ore (tons)	4960123
2012	CO	Delta County	08029		Coal (tons)	4964647.88
2013	MT	Phillips County	30071		Gas (mcf)	4980972.28
2012	MT	Fallon County	30025		Gas (mcf)	4981140.59
2011	CO	Huerfano County	08055		Gas (mcf)	4984314.93
2010	WY	Sweetwater County	56037		Soda Ash (tons)	4990309
2013	WY	Campbell County	56005		Oil (bbl)	5011776.04
2012	OK	Roger Mills County	40129		Gas (mcf)	5030439.53
2014	MT	Phillips County	30071		Gas (mcf)	5034244.32
2007	CO	Delta County	08029		Coal (tons)	5116763.46
2011	WY	Natrona County	56025		Oil (bbl)	5117594.65
2009	NM	Eddy County	35015		Gas (mcf)	5142237.25
2010	WY	Natrona County	56025		Oil (bbl)	5151081.45
2008	WY	Park County	56029		Oil (bbl)	5168488.41
2008	CO	Delta County	08029		Coal (tons)	5171524.27
2009	MT	Big Horn County	30003		Gas (mcf)	5191090.28
2014	UT	Emery County	49015		Gas (mcf)	5191820.07
2013	WY	Sweetwater County	56037		Soda Ash (tons)	5232597
2007	UT	Duchesne County	49013		Gas (mcf)	5237242.86
2013	WY	Natrona County	56025		Oil (bbl)	5247332.83
2007	UT	Carbon County	49007		Coal (tons)	5251530.67
2007	UT	Grand County	49019		Gas (mcf)	5254301.17
2005	CO	Delta County	08029		Coal (tons)	5265388.14
2014	CO	Mesa County	08077		Gas (mcf)	5301092.9
2013	UT	San Juan County	49037		Gas (mcf)	5328672.98
2011	UT	Uintah County	49047		Oil (bbl)	5350392.96
2005	WY	Park County	56029		Oil (bbl)	5355702.5
2006	WY	Sublette County	56035		Oil (bbl)	5365619.04
2010	TX	Tarrant County	48439		Gas (mcf)	5369502.59
2008	CO	Moffat County	08081		Coal (tons)	5371601
2012	MT	Phillips County	30071		Gas (mcf)	5396209.24
2012	WY	Converse County	56009		Gas (mcf)	5405068.12
2014	WY	Natrona County	56025		Oil (bbl)	5431345.65
2012	AR	Logan County	05083		Gas (mcf)	5434903.62
2010	TX	Starr County	48427		Gas (mcf)	5438692.74
2013	OK	Roger Mills County	40129		Gas (mcf)	5442066.55
2007	WY	Park County	56029		Oil (bbl)	5450279.35
2006	WY	Park County	56029		Oil (bbl)	5455509.63
2013	WY	Park County	56029		Gas (mcf)	5456043.68
2010	TX	Shelby County	48419		Gas (mcf)	5457121.1
2009	TX	Shelby County	48419		Gas (mcf)	5544649.75
2009	WY	Sweetwater County	56037		Soda Ash (tons)	5545300
2006	UT	Grand County	49019		Gas (mcf)	5555014.15
2012	WY	Park County	56029		Gas (mcf)	5579538.48
2010	UT	Uintah County	49047		Oil (bbl)	5580285.58
2008	UT	Duchesne County	49013		Gas (mcf)	5596249.03
2012	UT	Uintah County	49047		Oil (bbl)	5607540.78
2011	WY	Park County	56029		Gas (mcf)	5642103.26
2014	OK	Roger Mills County	40129		Gas (mcf)	5648992.94
2005	UT	Grand County	49019		Gas (mcf)	5649648.06
2014	WY	Sublette County	56035		Oil (bbl)	5651264.36
2007	WY	Sweetwater County	56037		Soda Ash (tons)	5662599
2010	UT	Duchesne County	49013		Gas (mcf)	5681767.57
2010	CO	San Miguel County	08113		Gas (mcf)	5700832.87
2014	WY	Park County	56029		Gas (mcf)	5704726.32
2011	WY	Sweetwater County	56037		Soda Ash (tons)	5705147
2008	WY	Converse County	56009		Gas (mcf)	5705802.88
2013	WY	Sublette County	56035		Oil (bbl)	5724678.94
2008	UT	San Juan County	49037		Gas (mcf)	5746789.52
2010	UT	Carbon County	49007		Coal (tons)	5746980
2013	UT	Emery County	49015		Gas (mcf)	5748782.87
2014	ID	Caribou County	16029		Phosphate Raw Ore (tons)	5777094
2013	NM	Eddy County	35015		Oil (bbl)	5792321.26
2005	CO	Mesa County	08077		Gas (mcf)	5800416.31
2011	UT	Duchesne County	49013		Gas (mcf)	5830572.03
2009	UT	Carbon County	49007		Coal (tons)	5839914.27
2011	CO	San Miguel County	08113		Gas (mcf)	5861915.54
2012	WY	Sheridan County	56033		Gas (mcf)	5950340.42
2013	UT	Uintah County	49047		Oil (bbl)	5973024.34
2014	UT	San Juan County	49037		Gas (mcf)	5989613.66
2013	WY	Converse County	56009		Gas (mcf)	6037214.13
2012	UT	Emery County	49015		Gas (mcf)	6044293.99
2013	CO	Gunnison County	08051		Coal (tons)	6045511.46
2010	CA	Kern County	06029		Gas (mcf)	6067591.36
2014	WY	Sweetwater County	56037		Soda Ash (tons)	6075994
2014	NM	Chaves County	35005		Gas (mcf)	6131355.9
2010	WY	Park County	56029		Gas (mcf)	6161158.68
2011	NM	Eddy County	35015		Gas (mcf)	6168014.59
2012	ND	McKenzie County	38053		Oil (bbl)	6250010.43
2012	WY	Sublette County	56035		Oil (bbl)	6291631.95
2012	UT	Duchesne County	49013		Gas (mcf)	6323248
2009	WY	Park County	56029		Gas (mcf)	6350334.94
2011	AR	Logan County	05083		Gas (mcf)	6362169.45
2010	CO	Huerfano County	08055		Gas (mcf)	6378267.72
2009	CO	Gunnison County	08051		Coal (tons)	6419159.89
2013	CO	Mesa County	08077		Gas (mcf)	6421955.67
2007	UT	San Juan County	49037		Gas (mcf)	6424762.52
2007	WY	Converse County	56009		Gas (mcf)	6427724.74
2014	WY	Converse County	56009		Gas (mcf)	6434097.3
2008	TX	Shelby County	48419		Gas (mcf)	6519688.88
2007	WY	Sublette County	56035		Oil (bbl)	6527857.76
2013	UT	Duchesne County	49013		Gas (mcf)	6580054.05
2011	ND	McKenzie County	38053		Gas (mcf)	6640480.31
2008	TX	Tarrant County	48439		Gas (mcf)	6658680.53
2009	TX	Tarrant County	48439		Gas (mcf)	6689922.26
2013	NM	Chaves County	35005		Gas (mcf)	6733614.7
2009	AR	Logan County	05083		Gas (mcf)	6755716.32
2011	WY	Sublette County	56035		Oil (bbl)	6761343.72
2010	CO	Gunnison County	08051		Coal (tons)	6770923.33
2009	TX	Starr County	48427		Gas (mcf)	6814031.13
2014	UT	Uintah County	49047		Oil (bbl)	6822505.67
2009	UT	Duchesne County	49013		Gas (mcf)	6870722.13
