Company Name,Revenue Type,Commodity,Revenue,
VFGQM LLC,Rents,Oil & Gas,3591149,
VFGQM LLC,Royalties,Gas,10978591.77,
VFGQM LLC,Royalties,Oil,145097051.89,
VFGQM LLC,Bonus,Oil & Gas,168398131,
VFIPA HOLDINGS,Royalties,Gas,52327.13,
VFIPA HOLDINGS,Royalties,Oil,552009.47,
VFKCD HOLDINGS,Royalties,Oil,42563.23,
VFKCD HOLDINGS,Royalties,Gas,77725.64,
VHGYM RESOURCES,Other Revenues,Geothermal,-2066.71,
VHGYM RESOURCES,Rents,Geothermal,162066,
VHGYM RESOURCES,Royalties,Geothermal,2451064.33,
VKAAG LLC,Rents,Oil & Gas,3740,
VKAAG LLC,Bonus,Oil & Gas,10080000,
VLAET MANAGEMENT CORP,Royalties,Gas,9542.85,
VLAET MANAGEMENT CORP,Royalties,Oil,1354682.93,
VLMDD PARTNERS,Other Revenues,Oil & Gas,714033.75,
VLMDD PARTNERS,Bonus,Oil & Gas,1055310,
VLMDD PARTNERS,Rents,Oil & Gas,1279174,
VLMDD PARTNERS,Royalties,Gas,8745008.7,
VLMDD PARTNERS,Royalties,Oil,12848634.09,
VNCSE RESOURCES,Rents,Oil & Gas,160,
VNCSE RESOURCES,Other Revenues,Oil & Gas,2300,
VNCSE RESOURCES,Royalties,Gas,124628.69,
VNNHK EXPLORATION,Rents,Coal,-55066.07,
VNNHK EXPLORATION,Bonus,Coal,368881.35,
VNNHK EXPLORATION,Royalties,Coal,29406321.45,
VOHOK CORP,Royalties,Gas,4362.84,
VOHOK CORP,Royalties,Oil,208323.35,
VPECJ EXPLORATION,Other Revenues,Oil & Gas,66862.33,
VPECJ EXPLORATION,Royalties,Gas,114359.25,
VPECJ EXPLORATION,Royalties,Oil,707560.18,
VPKFK PRODUCTS,Rents,Oil & Gas,800,
VPKFK PRODUCTS,Royalties,Oil,3906.67,
VPKFK PRODUCTS,Royalties,Gas,265460.53,
VQFTJ RESOURCES,Rents,Oil & Gas,107365.5,
VQQMW PARTNERS,Rents,Coal,9465,
VQQMW PARTNERS,Bonus,Coal,1278000,
VQQMW PARTNERS,Royalties,Coal,1427152.21,
VUMZZ EXPLORATION,Royalties,Oil,8917.63,
VUMZZ EXPLORATION,Royalties,Gas,171556.6,
VUOWF PARTNERS,Other Revenues,Oil & Gas,1992.48,
VUOWF PARTNERS,Rents,Oil & Gas,13716,
VUOWF PARTNERS,Royalties,Gas,15988.7,
VUOWF PARTNERS,Royalties,Oil,89195.46,
VVYYQ PRODUCTS,Other Revenues,Oil & Gas,-180000,
VVYYQ PRODUCTS,Royalties,Gas,80023.53,
VVYYQ PRODUCTS,Rents,Oil & Gas,105944,
VVYYQ PRODUCTS,Bonus,Oil & Gas,251355,
VVYYQ PRODUCTS,Royalties,Oil,941723.33,
VZEWK PRODUCTION COMPANY,Royalties,Oil,1360104.01,
WBNBV PRODUCTS,Rents,Geothermal,102069,
WFUAB INC,Other Revenues,Oil & Gas,160,
WFUAB INC,Rents,Oil & Gas,44724,
WFUAB INC,Royalties,Gas,141790.67,
WFUAB INC,Bonus,Oil & Gas,2372000,
WGERB PRODUCTS,Rents,Coal,15873,
WGERB PRODUCTS,Royalties,Coal,5138277.18,
WHXDE CORP,Other Revenues,Oil & Gas,-1682707.71,
WHXDE CORP,Bonus,Oil & Gas,54730,
WHXDE CORP,Rents,Oil & Gas,408697.5,
WHXDE CORP,Royalties,Oil,9219076.97,
WHXDE CORP,Royalties,Gas,22377631.5,
WIZQY ENERGY COMPANY,Other Revenues,Oil & Gas,-80.73,
WIZQY ENERGY COMPANY,Rents,Oil & Gas,110995,
WIZQY ENERGY COMPANY,Bonus,Oil & Gas,225000,
WIZQY ENERGY COMPANY,Royalties,Oil,4603409.72,
WIZQY ENERGY COMPANY,Royalties,Gas,7733850.21,
WIZSJ EXPLORATION,Royalties,Gas,3.51,
WIZSJ EXPLORATION,Royalties,Oil,410204.74,
WJTLK INC,Rents,Oil & Gas,1230,
WJTLK INC,Other Revenues,Oil & Gas,960268.79,
WJTLK INC,Royalties,Gas,8061160.14,
WJTLK INC,Royalties,Oil,9145635.21,
WJWKZ RESOURCES,Other Revenues,Oil & Gas,75000,
WJWKZ RESOURCES,Royalties,Oil,123082.61,
WJWKZ RESOURCES,Royalties,Gas,313250.53,
WKHKH PRODUCTS,Rents,Oil & Gas,102687,
WLZXD CORP,Other Revenues,Oil & Gas,-19927.58,
WLZXD CORP,Rents,Oil & Gas,29981,
WLZXD CORP,Royalties,Oil,83058.9,
WLZXD CORP,Royalties,Gas,712568.31,
WLZXD CORP,Bonus,Oil & Gas,3326969,
WNBHV PARTNERS,Rents,Oil & Gas,2400,
WNBHV PARTNERS,Royalties,Gas,51654.56,
WNBHV PARTNERS,Royalties,Oil,150235.19,
WNLAK PARTNERS,Rents,Oil & Gas,400,
WNLAK PARTNERS,Royalties,Oil,193769.95,
WPMZU EXPLORATION,Rents,Oil & Gas,43507.5,
WPMZU EXPLORATION,Other Revenues,Oil & Gas,2571402.43,
WPMZU EXPLORATION,Royalties,Gas,11548405.39,
WPMZU EXPLORATION,Royalties,Oil,47653010.78,
WPRQV LLC,Other Revenues,Oil & Gas,5248,
WPRQV LLC,Royalties,Oil,10220.84,
WPRQV LLC,Rents,Oil & Gas,13138,
WPRQV LLC,Royalties,Gas,402097.42,
WPSDW LLC,Other Revenues,Oil & Gas,2486.03,
WPSDW LLC,Rents,Oil & Gas,13389,
WPSDW LLC,Royalties,Oil,33026.42,
WPSDW LLC,Royalties,Gas,218302.83,
WPUBE INC,Rents,Oil & Gas,411744,
WPUBE INC,Bonus,Oil & Gas,750700,
WPYOP LLC,Rents,Oil & Gas,20436,
WPYOP LLC,Other Revenues,Oil & Gas,1051706.55,
WPYOP LLC,Royalties,Gas,1156713.26,
WPYOP LLC,Royalties,Oil,5817778.95,
WQVGM MANAGEMENT CORP,Royalties,Oil,145535.48,
WQVGM MANAGEMENT CORP,Royalties,Gas,151030.53,
WRUDX LLC,Rents,Oil & Gas,32404.5,
WRUDX LLC,Bonus,Oil & Gas,275287,
WTUJR PRODUCTS,Rents,Oil & Gas,7425,
WTUJR PRODUCTS,Royalties,Gas,66550.36,
WTUJR PRODUCTS,Royalties,Oil,667414.55,
WUHOT INC,Rents,Oil & Gas,80,
WUHOT INC,Other Revenues,Oil & Gas,1446.03,
WUHOT INC,Royalties,Gas,12671.1,
WUHOT INC,Royalties,Oil,245454.38,
WUKMD INDUSTRIES,Other Revenues,Oil & Gas,-142999.85,
WUKMD INDUSTRIES,Rents,Oil & Gas,1090550,
WUKMD INDUSTRIES,Bonus,Oil & Gas,6630600,
WUKMD INDUSTRIES,Royalties,Gas,6963720.9,
WUKMD INDUSTRIES,Royalties,Oil,16321409.61,
WZDHR PARTNERS,Rents,Coal,28784.13,
WZDHR PARTNERS,Royalties,Coal,1783207.45,
XAKRX ENERGY COMPANY,Rents,Geothermal,600,
XAKRX ENERGY COMPANY,Royalties,Geothermal,239931.54,
XBVEE HOLDINGS,Royalties,Gas,18418.74,
XBVEE HOLDINGS,Royalties,Oil,397640.36,
XBZHV INC,Rents,Potassium,-59685,
XBZHV INC,Other Revenues,Phosphate,989,
XBZHV INC,Other Revenues,Potassium,78354,
XBZHV INC,Bonus,Potassium,936944,
XBZHV INC,Royalties,Other Commodities,12962366.59,
XCWPK PARTNERS,Other Revenues,Oil & Gas,3790,
XCWPK PARTNERS,Rents,Oil & Gas,383268,
XCWPK PARTNERS,Royalties,Gas,493061.61,
XDOMC PRODUCTS,Other Revenues,Oil & Gas,44732.31,
XDOMC PRODUCTS,Rents,Oil & Gas,86330.5,
XDOMC PRODUCTS,Royalties,Oil,223542.13,
XDOMC PRODUCTS,Royalties,Gas,815878.87,
XEHDX ENERGY COMPANY,Other Revenues,Oil & Gas,1551416.38,
XEHDX ENERGY COMPANY,Rents,Oil & Gas,1660518,
XEHDX ENERGY COMPANY,Royalties,Gas,4351817.68,
XEHDX ENERGY COMPANY,Royalties,Oil,55483596.82,
XHYVS HOLDINGS,Other Revenues,Oil & Gas,495,
XHYVS HOLDINGS,Rents,Oil & Gas,11425.5,
XHYVS HOLDINGS,Royalties,Gas,21416.07,
XHYVS HOLDINGS,Bonus,Oil & Gas,266414,
XJGFV CORP,Rents,Geothermal,6300,
XJGFV CORP,Bonus,Oil & Gas,17050,
XJGFV CORP,Rents,Oil & Gas,154171,
XJLPH ENERGY COMPANY,Rents,Oil & Gas,60,
XJLPH ENERGY COMPANY,Royalties,Gas,118884.65,
XJLPH ENERGY COMPANY,Other Revenues,Oil & Gas,484560,
XJLPH ENERGY COMPANY,Royalties,Oil,9963922.97,
XLROR ENERGY COMPANY,Rents,Oil & Gas,384825,
XLROR ENERGY COMPANY,Bonus,Oil & Gas,1125914,
XMYWV PARTNERS,Rents,Oil & Gas,200,
XMYWV PARTNERS,Royalties,Gas,29476.8,
XMYWV PARTNERS,Royalties,Oil,177685.69,
XNDCK HOLDINGS,Other Revenues,Oil & Gas,-148247.4,
XNDCK HOLDINGS,Rents,Oil & Gas,118375,
XNDCK HOLDINGS,Royalties,Gas,491309.64,
XPHJM CORP,Rents,Oil & Gas,10099,
XPHJM CORP,Bonus,Oil & Gas,1289061,
XPOXB EXPLORATION,Other Revenues,Oil & Gas,340817.41,
XPOXB EXPLORATION,Rents,Oil & Gas,489184,
XPOXB EXPLORATION,Royalties,Gas,2493955.21,
XPOXB EXPLORATION,Bonus,Oil & Gas,4559710,
XPOXB EXPLORATION,Royalties,Oil,12942934.61,
XPXVA LLC,Royalties,Gas,546070.18,
XQSGL MANAGEMENT CORP,Rents,Oil & Gas,316490.5,
XQSGL MANAGEMENT CORP,Bonus,Oil & Gas,321735,
XRBXR CORP,Rents,Oil & Gas,156,
XRBXR CORP,Bonus,Oil & Gas,1232000,
XTCMC INDUSTRIES,Other Revenues,Oil & Gas,-207016.5,
XTCMC INDUSTRIES,Rents,Oil & Gas,11880,
XTCMC INDUSTRIES,Royalties,Gas,11471335.46,
XTCMC INDUSTRIES,Royalties,Oil,35148891.65,
XTHRG MANAGEMENT CORP,Royalties,Gas,14860.02,
XTHRG MANAGEMENT CORP,Rents,Oil & Gas,95465,
XTKTG EXPLORATION,Other Revenues,Oil & Gas,869.37,
XTKTG EXPLORATION,Rents,Oil & Gas,22864,
XTKTG EXPLORATION,Royalties,Oil,482619.08,
XTKTG EXPLORATION,Royalties,Gas,1925255.2,
XUBAN INDUSTRIES,Rents,Oil & Gas,8203,
XUBAN INDUSTRIES,Bonus,Oil & Gas,293765,
XUGTA MANAGEMENT CORP,Other Revenues,Oil & Gas,6192.3,
XUGTA MANAGEMENT CORP,Rents,Oil & Gas,13136,
XUGTA MANAGEMENT CORP,Royalties,Gas,52224.96,
XUGTA MANAGEMENT CORP,Royalties,Oil,81661.87,
XVYAO INC,Rents,Oil & Gas,1829,
XVYAO INC,Royalties,Oil,13371702.9,
XYJXT PRODUCTS,Other Revenues,Oil & Gas,-90000,
XYJXT PRODUCTS,Royalties,Oil,52973.47,
XYJXT PRODUCTS,Rents,Oil & Gas,53531.5,
XYJXT PRODUCTS,Royalties,Gas,460736.5,
XYJXT PRODUCTS,Bonus,Oil & Gas,2267550,
XZGWX ENERGY COMPANY,Other Revenues,Oil & Gas,36021.59,
XZGWX ENERGY COMPANY,Bonus,Oil & Gas,1125627,
XZGWX ENERGY COMPANY,Rents,Oil & Gas,3863115,
XZGWX ENERGY COMPANY,Royalties,Gas,8388062.2,
XZGWX ENERGY COMPANY,Royalties,Oil,23229928.21,
XZQJP LLC,Rents,Oil & Gas,60,
XZQJP LLC,Bonus,Oil & Gas,25000,
XZQJP LLC,Royalties,Gas,169507.21,
XZWQP ENERGY COMPANY,Royalties,Oil,828489.59,
YBNYZ HOLDINGS,Rents,Oil & Gas,208,
YBNYZ HOLDINGS,Royalties,Gas,62878.27,
YBNYZ HOLDINGS,Royalties,Oil,130781.75,
YBXKJ INC,Rents,Oil & Gas,756098,
YBXKJ INC,Bonus,Oil & Gas,946560,
YCJMR HOLDINGS,Rents,Oil & Gas,3532.5,
YCJMR HOLDINGS,Bonus,Oil & Gas,1037577,
YEWHD ENERGY COMPANY,Rents,Oil & Gas,8698.5,
YEWHD ENERGY COMPANY,Royalties,Oil,19310180.44,
YEWHD ENERGY COMPANY,Royalties,Gas,84248347.34,
YFDWB PRODUCTS,Rents,Oil & Gas,5707.5,
YFDWB PRODUCTS,Bonus,Oil & Gas,883340,
YFMUG INDUSTRIES,Rents,Geothermal,106980,
YFMUG INDUSTRIES,Royalties,Geothermal,6292814.67,
YIACI INC,Royalties,Oil,196944.38,
YIDRP CORP,Royalties,Gas,54427.53,
YIDRP CORP,Royalties,Oil,65175.19,
YILKO PARTNERS,Rents,Coal,4830,
YILKO PARTNERS,Royalties,Coal,790059.32,
YIOKL HOLDINGS,Royalties,Oil,30265.11,
YIOKL HOLDINGS,Rents,Oil & Gas,151039,
YIOKL HOLDINGS,Other Revenues,Oil & Gas,345533.77,
YIOKL HOLDINGS,Royalties,Other Commodities,36898659.3,
YJHYJ PRODUCTION COMPANY,Other Revenues,Oil & Gas,-88389.18,
YJHYJ PRODUCTION COMPANY,Rents,Oil & Gas,1166,
YJHYJ PRODUCTION COMPANY,Royalties,Gas,83070.25,
YJHYJ PRODUCTION COMPANY,Royalties,Oil,777958.76,
YJOXI PARTNERS,Royalties,Gas,3801965.82,
YJQEE PRODUCTION COMPANY,Royalties,Gas,13093.98,
YJQEE PRODUCTION COMPANY,Other Revenues,Oil & Gas,26673.46,
YJQEE PRODUCTION COMPANY,Rents,Oil & Gas,87160,
YJQSM HOLDINGS,Rents,Oil & Gas,12246,
YJQSM HOLDINGS,Bonus,Oil & Gas,671683,
YKSBE RESOURCES,Rents,Oil & Gas,360,
YKSBE RESOURCES,Bonus,Oil & Gas,480,
YKSBE RESOURCES,Royalties,Gas,39463.84,
YKSBE RESOURCES,Royalties,Oil,91451.58,
YKYME INC,Rents,Oil & Gas,11463.25,
YKYME INC,Bonus,Oil & Gas,90274,
YLPRM HOLDINGS,Other Revenues,Oil & Gas,27583.55,
YLPRM HOLDINGS,Royalties,Oil,57411.64,
YLPRM HOLDINGS,Rents,Oil & Gas,122010.5,
YLPRM HOLDINGS,Bonus,Oil & Gas,160050,
YLPRM HOLDINGS,Royalties,Gas,530941.17,
YNFPB PRODUCTS,Other Revenues,Oil & Gas,-100000,
YNFPB PRODUCTS,Royalties,Gas,5509869.23,
YOMYT EXPLORATION,Royalties,Other Commodities,0.71,
YOMYT EXPLORATION,Rents,Oil & Gas,6394.5,
YOMYT EXPLORATION,Other Revenues,Oil & Gas,7726.01,
YOMYT EXPLORATION,Royalties,Oil,56383.37,
YOMYT EXPLORATION,Royalties,Gas,643789.82,
YPHFS PRODUCTS,Bonus,Oil & Gas,35316,
YPHFS PRODUCTS,Other Revenues,Oil & Gas,58900,
YPHFS PRODUCTS,Rents,Oil & Gas,94277,
YPHFS PRODUCTS,Royalties,Gas,824077.84,
YPHFS PRODUCTS,Royalties,Oil,1007062.89,
YPPDN INDUSTRIES,Bonus,Oil & Gas,-27950,
YPPDN INDUSTRIES,Rents,Oil & Gas,4135.5,
YPPDN INDUSTRIES,Royalties,Gas,61535.95,
YPPDN INDUSTRIES,Royalties,Oil,227595.1,
YRAPR ENERGY COMPANY,Rents,Oil & Gas,320,
YRAPR ENERGY COMPANY,Royalties,Gas,49794.36,
YRAPR ENERGY COMPANY,Royalties,Oil,107275.06,
YSGYT INC,Royalties,Gas,23309.29,
YSGYT INC,Royalties,Oil,323568.71,
YSTTT RESOURCES,Other Revenues,Oil & Gas,96.76,
YSTTT RESOURCES,Rents,Oil & Gas,35952.5,
YSTTT RESOURCES,Royalties,Oil,111276.29,
YSTTT RESOURCES,Royalties,Gas,1411825.95,
YTOOA INDUSTRIES,Rents,Oil & Gas,240,
YTOOA INDUSTRIES,Bonus,Oil & Gas,288000,
YUIDJ ENERGY COMPANY,Rents,Oil & Gas,1920,
YUIDJ ENERGY COMPANY,Other Revenues,Oil & Gas,2970,
YUIDJ ENERGY COMPANY,Royalties,Gas,51189.46,
YUIDJ ENERGY COMPANY,Royalties,Oil,61905.91,
YUSOA INC,Other Revenues,Oil & Gas,20938.11,
YUSOA INC,Rents,Oil & Gas,635725.5,
YUSOA INC,Royalties,Gas,2918428.87,
YUSOA INC,Royalties,Oil,5891454.51,
YWBFG INDUSTRIES,Rents,Oil & Gas,300,
YWBFG INDUSTRIES,Other Revenues,Oil & Gas,7230.88,
YWBFG INDUSTRIES,Royalties,Oil,14005.14,
YWBFG INDUSTRIES,Royalties,Gas,204092.39,
YWPBT INDUSTRIES,Rents,Oil & Gas,22710,
YWPBT INDUSTRIES,Royalties,Gas,119828.48,
YWPBT INDUSTRIES,Other Revenues,Oil & Gas,168000,
YWPBT INDUSTRIES,Royalties,Oil,400638.35,
YZGNK HOLDINGS,Other Revenues,Oil & Gas,103.19,
YZGNK HOLDINGS,Royalties,Gas,37663.85,
YZGNK HOLDINGS,Royalties,Oil,82616.44,
YZOOC PRODUCTION COMPANY,Other Revenues,Oil & Gas,-4545,
YZOOC PRODUCTION COMPANY,Rents,Oil & Gas,30214,
YZOOC PRODUCTION COMPANY,Royalties,Gas,146479.75,
YZPBJ ENERGY COMPANY,Royalties,Gas,8149.15,
YZPBJ ENERGY COMPANY,Royalties,Oil,147682.96,
ZCWPJ HOLDINGS,Rents,Oil & Gas,-240,
ZCWPJ HOLDINGS,Royalties,Gas,66597.13,
ZCWPJ HOLDINGS,Royalties,Oil,6879208.51,
ZFABN ENERGY COMPANY,Rents,Coal,16926,
ZFABN ENERGY COMPANY,Royalties,Coal,689123.38,
ZGRTT CORP,Other Revenues,Oil & Gas,2302.04,
ZGRTT CORP,Royalties,Oil,25396.43,
ZGRTT CORP,Royalties,Gas,1026392.31,
ZKAJG RESOURCES,Other Revenues,Oil & Gas,87905.3,
ZKAJG RESOURCES,Royalties,Other Commodities,1090173.85,
ZKAJG RESOURCES,Bonus,Oil & Gas,2924833,
ZKAJG RESOURCES,Rents,Oil & Gas,8224445.5,
ZKAJG RESOURCES,Royalties,Gas,21207128.43,
ZKAJG RESOURCES,Royalties,Oil,161398702.68,
ZLJNP INC,Rents,Oil & Gas,9815,
ZLJNP INC,Royalties,Gas,181829.74,
ZLJNP INC,Royalties,Oil,676501.35,
ZMKEM PRODUCTION COMPANY,Other Revenues,Oil & Gas,290,
ZMKEM PRODUCTION COMPANY,Royalties,Gas,117691.45,
ZNEVM RESOURCES,Rents,Oil & Gas,24103.5,
ZNEVM RESOURCES,Bonus,Oil & Gas,239602,
ZNKTH INC,Rents,Oil & Gas,669,
ZNKTH INC,Other Revenues,Oil & Gas,2000,
ZNKTH INC,Royalties,Gas,230659.74,
ZOMEE CORP,Royalties,Gas,6159.35,
ZOMEE CORP,Royalties,Oil,143643.55,
ZPEUJ ENERGY COMPANY,Other Revenues,Oil & Gas,1626.57,
ZPEUJ ENERGY COMPANY,Rents,Oil & Gas,21295,
ZPEUJ ENERGY COMPANY,Royalties,Oil,35183.75,
ZPEUJ ENERGY COMPANY,Royalties,Gas,362117.92,
ZRHPV PARTNERS,Rents,Oil & Gas,26,
ZRHPV PARTNERS,Royalties,Gas,24329.62,
ZRHPV PARTNERS,Royalties,Oil,774442.19,
ZRXEP PARTNERS,Other Revenues,Oil & Gas,1600.09,
ZRXEP PARTNERS,Rents,Oil & Gas,3877,
ZRXEP PARTNERS,Royalties,Gas,4905249.32,
ZRXEP PARTNERS,Royalties,Oil,23130961.45,
ZUDOO RESOURCES,Royalties,Gas,26327.18,
ZUDOO RESOURCES,Royalties,Oil,131399.06,
ZVONU LLC,Rents,Oil & Gas,61.5,
ZVONU LLC,Royalties,Oil,117306.4,
ZVONU LLC,Royalties,Gas,151179.23,
ZVXKM INDUSTRIES,Royalties,Gas,37153.58,
ZVXKM INDUSTRIES,Royalties,Oil,140175.32,
ZWLYP RESOURCES,Royalties,Oil,14813.28,
ZWLYP RESOURCES,Rents,Oil & Gas,30071.5,
ZWLYP RESOURCES,Royalties,Gas,260900.88,
ZWLYP RESOURCES,Bonus,Oil & Gas,614341,
ZWQTO ENERGY COMPANY,Rents,Oil & Gas,5587.5,
ZWQTO ENERGY COMPANY,Bonus,Oil & Gas,275520,
ZYVMA PRODUCTS,Rents,Oil & Gas,19246,
ZYVMA PRODUCTS,Other Revenues,Oil & Gas,136024.49,
ZYVMA PRODUCTS,Royalties,Gas,593197.89,
ZYVMA PRODUCTS,Royalties,Oil,1246559.83,
ZZLDW HOLDINGS,Rents,Oil & Gas,488,
ZZLDW HOLDINGS,Royalties,Oil,23254.09,
ZZLDW HOLDINGS,Royalties,Gas,144859.49,
