FY	ID No	Agency	Unit	CORE/CLP	States	Congress Dist	County	FY Budget Req	Enacted	Req Acres	Enacted Acres	Interest	Remaining Acres	Inholding (Y/N)	Description	O&M Startup	O&M Annual	Notes
2016	7	FWS	Rivers of the Chesapeake: Blackwater National Wildlife Refuge	CLP	MD	MD-1	Dorchester	 1,511,000 	 1,511,000 	 392.00 	 392.00 	Fee	 31,148.00 	Y	"Purpose of Acquisition: To protect high quality habitat for the endangered Delmarva fox squirrel and other endangered species, along with nesting and wintering habitat for the American bald eagle, migratory waterfowl, colonial waterbirds, shorebirds, and forest interior dwelling bird species.

Project Description: Funds would acquire fee title to approximately 392 acres of upland and marsh along the Nanticoke River and Owens Creek and wooded uplands in White Oak Swamp. The property on the Nanticoke River has prime riverine wetlands, extensive open fields and maturing woodlands. These areas provide excellent habitat for a variety of wildlife, including migratory birds such as osprey, black and wood ducks, Canada geese, marsh and water birds, and bald eagles, as well as grassland and immature woodland species. The White Oak Swamp tract includes freshwater marsh habitat and mature, low-lying woodlands. The woodlands provide excellent habitat for bald eagles and for the Delmarva Peninsula fox squirrel, which was formerly listed as endangered.

The area is important to Federal and State endangered and threatened species and many migratory bird species. Acquisition would expand potential opportunities for wildlife-dependent forms of public recreation."	 -   	 -   	
2016	16	NPS	Piscataway Park	Core	MD	MD-5	Charles and Prince George's Counties	 571,000 	 571,000 	 1.00 	 1.00 	Fee	 33.00 	Y	"Description: Piscataway Park was established by Congress on October 4, 1961, and through subsequent amendments to the Act of that date. The purpose of the park is to preserve lands in the State of Maryland comprising the principal viewshed from the Mount Vernon Estate and Fort Washington across the Potomac River. Such preservation will ensure the natural beauty of such land as it existed at the time of the construction and active use of Mount Vernon Mansion and Fort Washington.

Natural/Cultural Resources Associated with Proposal: The park preserves the tranquil view from Mount Vernon of the Maryland shore of the Potomac.

Threat: An analysis completed in 1991 revealed that 98 percent of the viewshed outside the boundaries of Piscataway Park could be protected by local low density zoning which currently controls building heights. The analysis also revealed that several parcels of land, if developed in any way under existing zoning regulations, would intrude on this otherwise completely protected viewshed. 

Need: The funds are needed to acquire a one-acre tract located within the boundary of the park directly across the Potomac River from Mount Vernon. Although this improved tract is currently encumbered with a scenic easement, the construction of new, more visible structures would not be prohibited by the terms of the easement. As development pressures mount throughout the Washington, D.C., metropolitan area, it is realistic to believe this property will be purchased with the intention of building a new home. The potential loss of vegetative cover and the visual intrusion of new structures would impart long-term negative impacts to the Mount Vernon and Fort Washington viewsheds."	 -   	 -   	
2016	21	NPS	Acadia National Park	Core	ME	ME-2	Hancock	 2,467,000 	 2,467,000 	 68.00 	 68.00 	Fee	 2,774.00 	Y	"Description: Acadia National Park, originally established as a national monument on July 8, 1916, was designated a national park on January 19, 1929, to preserve and interpret for the public benefit scientific, scenic, and historic resources of the area. The Act of September 25, 1986, established a permanent boundary and authorized the acquisition of conservation easements on certain islands adjacent to the park.

Natural/Cultural Resources Associated with Proposal: Situated on the Maine coast in the heart of the old region of Acadia, the park conserves mountains and rugged islands that are unequaled along the eastern seaboard. The northern coniferous and temperate deciduous forests meet and overlap, bringing together nearly 1,500 species of trees, shrubs, and herbaceous plant life.

Threat: Little of New England's rockbound coast remains in public ownership, undeveloped and natural. The primary threat to park resources is the development of previously undeveloped land, an action not compatible with preserving the natural and scenic resources of the area.

Need: The requested funds will be used to acquire, from willing sellers, 68 acres of forested and riparian wildlife habitat and wetlands. One tract of 62 acres is waterfront property that borders the southern shores and wetlands of Seal Cove Pond and the outlet to Seal Cove. A five-acre tract lies on the border of Round Pond and provides connectivity to habitat in the Long Pond watershed of Mount Desert Island. Acquisition of these lands would provide much needed habitat and scenic protection for the watersheds and wildlife of southeastern Maine. Acquisition would also protect a significant wildlife corridor from coastal areas to the interior of Acadia National Park and Mount Desert Island, which provide significant habitat and connections to the larger regional landscape. "	 -   	 -   	
2016	5	FWS	High Divide: Red Rocks Lake National Wildlife Refuge	CLP	MT	MT at-large	Beaverhead	 1,000,000 	 1,000,000 	 2,300.00 	 2,300.00 	Easement	 14,784.00 	Y	"Purpose of Acquisition: To provide long-term viability for fish and wildlife habitat on a large landscape in the Red Rock Lakes National Wildlife Refuge portion of the High Divide Collaborative Landscape. This project would protect, restore, and enhance native wet meadows, wetlands, uplands, and mountain foothills for migratory birds, including waterfowl, and other wildlife. Protection of this landscape would preserve the critical linkage corridor that Red Rock Lakes National Wildlife Refuge provides between Yellowstone National Park and the Frank Church Wilderness of Idaho.

Project Description: Funds would acquire a perpetual conservation easement on approximately 2,300 acres as part of the Red Rock Lakes National Wildlife Refuge in the High Divide Landscape. The mountains, valleys, and rivers of the High Divide are a crucial wildlife lifeline along the spine of the continent in Idaho and Montana that link Yellowstone National Park to Idaho’s Frank Church Wilderness.

The High Divide’s boundaries are defined by tracked movements of signature wildlife: elk, pronghorn, grizzly, wolverine, sage grouse, salmon, and grayling, and its conservation vision is formed from assessments of wildlife migrations, cultural history, recreation values, and economies linking Yellowstone National Park to Idaho Wilderness. The High Divide is our nation’s top keystone region for continental scale connectivity. Without this linkage, protected core areas would remain isolated and increasingly vulnerable to threats such as climate change. Securing this linkage is time-sensitive, as development threats are imminent."	 1,000 	 1,000 	
2016	9	NPS	High Divide: Big Hole National Battlefield	CLP	MT	MT at-large	Beaverhead	 300,000 	 300,000 	 355.00 	 355.00 	Easement	 TBD 	Y	"Description: Four collaborating agencies (NPS, USFWS, BLM, USFS) are working to take advantage of opportunities to build resiliency in ecological systems and communities. Building ecological resiliency includes maintaining intact, interconnected landscapes, and restoring fragmented or degraded (but restorable) habitats. Originally designated by Executive Order as a national monument in 1910, the unit was enlarged and re-designated as Big Hole National Battlefield by the Act of May 17, 1963. The Act of October 30, 1992, further expanded the unit, adding a 355-acre property that remains privately owned. 

Natural/Cultural Resources Associated with Proposal: The national battlefield commemorates the battle between the Nez Perce Indians and the 7th US Infantry forces in August 1877. Ninety Nez Perce men, women, and children and 30 soldiers lost their lives in the battle. The tract proposed for acquisition is of high historical and cultural significance, presumed to contain artifacts and remains from the battle. The Nez Perce regard the land as sacred and spiritual since Indian lives were lost here and it is likely that Nez Perce are buried on this tract of land; likewise, the Army suffered casualties here. The property also provides habitat for beaver, muskrat and a variety of migratory birds. 

Threat: The property proposed for acquisition is largely undeveloped and used for cattle grazing. Any development or disturbance of the property would adversely impact the historic integrity of the site and damage the artifacts and remains contained thereon.

Need: The funds would be used to acquire, from a willing seller, a conservation easement on the 355-acre property specifically authorized for protection by the Act of October 30, 1992. Placing a conservation easement on this property would ensure the preservation and functionality of the native habitat, provide an opportunity to protect and interpret the entire Big Hole Battlefield history, and retain the primitive visual character of the landscape. "	 100 	 100 	
2016	2	FWS	Dakota Grassland Conservation Area	Core	ND; SD	ND at-large, SD at-large	Multiple counties in ND and SD, east of Missouri River	 6,500,000 	 6,500,000 	 13,000.00 	 13,000.00 	Easement	 1,880,140.00 	Y	"Purpose of Acquisition: Purchase perpetual wetland and grassland easements to protect wildlife habitats of native grassland and associated wetlands in the Prairie Pothole Region (PPR).

Project Description: With these funds, the Service would acquire perpetual conservation easements on approximately 13,000 acres. The PPR ecosystem consists of native mixed-grass prairie intermingled with high densities of temporary, seasonal, semi-permanent, and permanent wetlands that support breeding habitat for waterfowl, shorebirds, grassland birds, and the endangered piping plover. 

Habitat fragmentation and loss due to conversion of wetlands and grasslands to cropland is the primary threat to wildlife species in the PPR. With the protection afforded by perpetual easements, this highly productive yet fragile ecosystem will remain intact, preserving habitat where biological communities will flourish. Acquisition of these easements would help maintain traditional farming and ranching operations while fostering landscape-level conservation."	 8,000 	 8,000 	
2016	4	FWS	Dakota Tallgrass Prairie Wildlife Management Area	Core	ND; SD	ND at-large, SD at-large	Multiple counties in northeastern SD and southeastern ND	 3,000,000 	 3,000,000 	 5,000.00 	 5,000.00 	Easement	 115,846.00 	Y	"Purpose of Acquisition: To protect the northern tallgrass prairie ecosystem and associated wildlife.

Project Description: Funds would be used to acquire perpetual conservation easements on approximately 5,000 acres of tallgrass prairie. Tallgrass prairie once covered 90 percent of the Dakotas, but less than three percent remains. Habitat fragmentation and conversion to crop production are the primary threats to this ecosystem. The Service plans to use conservation easements to protect 190,000 acres of the remaining tallgrass prairie in the eastern Dakotas, including 25,000 acres in North Dakota and 165,000 acres in South Dakota. Conservation easements will maintain traditional ranching operations while fostering landscape-level conservation.

The project area has a rich variety of plant, animal, and insect species, including more than 147 species of breeding birds ranging from neotropical migrants to waterfowl. Several candidate endangered species use the tallgrass prairie ecosystem, including Baird’s sparrow, loggerhead shrike, ferruginous hawk, and rare butterflies such as the Dakota skipper. These large blocks of grasslands help buffer prairie ecosystems from agricultural chemicals and invasive species, and provide the natural habitat mosaic required by prairie-dependent species. Existing prairie is a well-documented store of terrestrial carbon. Preventing conversion of tallgrass prairie with grassland easements ensures continued sequestration of this carbon."	 1,500 	 1,500 	
2016	1	BLM	Upper Rio Grande: Rio Grande del Norte National Monument	CLP	NM	NM-3	Taos	 2,900,000 	 2,900,000 	 5,448.00 	 5,448.00 	Fee	 13,960.00 	Y	"Purpose: Acquire private inholdings within the Monument, preserve traditional uses, secure connectivity to the Rio Grande NWSR corridor, preserve avian and wildlife habitat, protect prehistoric human habitation sites, and improve recreation and tourism.

Purchase Opportunities: Multiple parcels within the Monument face immediate threat of off-the-grid rural residential development. Landowners are interested in selling and third party partners are engaged.

Project Description: The 42,500-acre Rio Grande del Norte National Monument landscape is comprised of rugged, wide open plains at an average elevation of 7,000 feet, dotted by volcanic cones, and cut by steep canyons with rivers tucked away in their depths. The Rio Grande National Wild and Scenic River cares an 800-foot-deep gorge through layers of volcanic basalt flows and ash. Among the volcanic cones in the Monument, Ute Mountain is the highest, reaching 10,093 feet.

Private inholdings within the Monument are vulnerable to increasing residential and ""off-grid"" rural residential development and subdivision. Acquisition of inholdings would enhance BLM's ability to protect fragile cultural, biological, and scenic resources within the Monument, secure and increase traditional and recreational access, and prevent fragmentation of a vital interstate wildlife migration corridor and crucial winter range. Cultural significance of the area dates back 14,000 years to the Pleistocene era, when native hunters first followed the massive migrating herds of Mammuthus primigenius (wooley mammoth) and Bison antiquus (mega bison) into the region. The Plateau is rife with remains of the earliest known human cultures in the hemisphere with petroglyphs, tipi rings, wickiup structures, arrow heads, and pottery shards scattered across the landscape. Continuing archaeological investigation has documented over 500 recorded sites. Several Native American tribes and descendants of Hispanic settlers continue to use these lands as important areas for hunting, native plant and firewood gathering, and grazing. Hunting, camping, wildlife viewing, fishing, and renowned whitewater rafting contribute much-needed economic revenue to nearby rural communities. Access to the interior of the Monument and preservation of the rugged, wide-open landscape and vistas would be preserved through land acquisition.

Acquisition would also protect habitat for multiple species, including Gunnison's Prairie dog, loggerhead shrike and burrowing owl, both BLM sensitive species. The New Mexico Dept. of Fish and Game identified this area as the most important winter range habitat for elk populations moving between Colorado and New Mexico. Up to 10,000 elk winter on the plateau each year."	 5,000 	 10,000 	
2016	9	BLM	National Trails System: Continental Divide National Scenic Trail	CLP	NM	NM-2	Catron	 2,300,000 	 2,300,000 	 5,227.00 	 5,227.00 	Fee	 670.00 	Y	"Purpose: Provide permanent route for the Continental Divide NST, replacing a temporary highway routing. Protect the Alamocita Creek landscape and improve public access to Cibola National Forest.

Purchase Opportunities: Parcel faces threat from rural residential subdivision development. Currently available from a highly-motivated willing seller.

Project Description: The Continental Divide National Scenic Trail (CDNST), one of the crown jewels of the National Trails System, runs 3,100 miles between Canada and Mexico. It follows the Continental Divide of the Americas along the Rocky Mountains and traverses five U.S. states -- Montana, Idaho, Wyoming, Colorado, and New Mexico. The trail is a combination of dedicated trails and small roads and is considered 70% complete. Portions designated as incomplete must be traveled by roadwalking on dirt or paved roads.

Almost complete in New Mexico, the proposed acquisition would nearly close an existing gap and eliminate a 52-mile temporary route along state highway shoulders. The existing highway routing presents significant safety concerns and is inconsistent with the nature and purpose of the CDNST ""to provide for a high-quality scenic, primitive hiking and horseback riding opportunity and to conserve natural, historic, and cultural resources along the CDNST corridor."" The proposed rerouting is especially scenic and within the mostly undeveloped Alamocita Creek landscape. The proposed acquisition would offer a rare source of perennial water for CDNST users and cottonwood galleries providing shaded camping opportunities.

The Alamocita Creek landscape would improve public access (especially for hunting) to the Cibola National Forest, an area with a significant elk population. The parcel contains eight miles of Alamocita Creek, providing riparian habitat for many species of wildlife. The area is known for cultural sites, including those highlighting early contact between Native Americans and Europeans.

Improving the tread and connectivity of the CDNST supports multiple America's Great Outdoors goals, including expanding access to public lands, providing high quality trail opportunities, and creating youth oriented job and volunteer opportunities for underserved communities."	 5,000 	 5,000 	
2016	14	NPS	Pecos National Historical Park	Core	NM	NM-3	San Miguel and Santa Fe	 386,000 	 386,000 	 150.57 	 150.57 	Exchange	 118.00 	Y	"Description: The Act of November 8, 1990, established the Glorieta Unit of Pecos National Historical Park and authorized land acquisition only with the owner's consent unless it is determined that the property is subject to, or threatened with, adverse use. The Civil War Battle of Glorieta Pass was a decisive battle that resulted in the collapse of the Confederacy’s plan to capture the riches and support of the West, thus largely ending the Civil War in the West. The commemoration of the Civil War Sesquicentennial finishes in 2015. Of the lands added to the park, 49 acres were public lands and 629 acres were privately owned. Of the privately owned lands, 269 acres remain to be acquired.

Natural/Cultural Resources Associated with Proposal: The park preserves 12,000 years of human history, including the remains of Pecos Pueblo and many other American Indian structures, Spanish colonial missions, homesteads of the Mexican era, a section of the Santa Fe Trail, sites related to the Civil War Battle of Glorieta Pass, and a 20th-century ranch.

Threat: The park is threatened by increased development activity in the area due to the growing popularity of the region. The park is located only 25 miles southeast of Santa Fe. 

Need: Public Law 111-11 of March 30, 2009, authorized the conveyance of certain federal land in Santa Fe National Forest in exchange for certain nonfederal land in Pecos National Historical Park in the State of New Mexico. The requested funds are needed to cover costs related to that exchange. The nonfederal tract contains 150.57 acres and is located in the Cañoncito Subunit of the park. The tract is a portion of a larger 440+ acre parcel slated for development as private residences. Completion of the authorized exchange will ensure that the 150.57-acre tract is protected from development."	 -   	 10,000 	
2016	3	NPS	Saratoga National Historical Park	Core	NY	NY-21	Saratoga County	 740,000 	 740,000 	 182.00 	 182.00 	Fee	 255.00 	Y	"Description: Saratoga National Historical Park was authorized June 1, 1938, to preserve certain lands historically associated with the Battle of Saratoga. The Act of January 12, 1983, revised the boundary of the park and directed that acquisition proceed only on a willing-seller basis unless a landowner is using, or planning to use, land in a manner incompatible with park purposes. The Act of June 1, 1938, authorized the establishment of Saratoga National Historical Park for the purpose of preserving certain historic structures and properties associated with the American Revolution and the founding of the United States.

Natural/Cultural Resources Associated with Proposal: The Battle of Saratoga ranks among the 15 most decisive battles in world history and was the first significant American military victory during the Revolution. Here in 1777 American forces met, defeated and forced a major British army to surrender, an event which led France to recognize the independence of the United States and enter the war as a decisive military ally of the struggling Americans. The 3,410-acre park now comprises 3 separate units: the 4-square-mile Battlefield in Stillwater, NY, the General Philip Schuyler House 8 miles north in Schuylerville and the Saratoga Monument in the nearby village of Victory.

Threat: Saratoga County is one of the fastest growing counties in the country. Residential and commercial developments present an increasing threat to the historic resources of the park.

Need: The funds requested will be obligated to acquire to acquire a tract containing 182 acres of land located outside of and adjacent to the current park boundary. The tract was purchased by the NYS Open Space Conservancy in 2005 on the behalf of the park.  Existing authority will be used to include the tract within the park. The tract includes a portion of the primary road used by the advancing British troops, contains the third hill associated with British Hudson River defensive positions, and offers outstanding views of the American river fortifications at the south end of the park. The parcel was facing threats of subdivision and residential development."	 -   	 8,000 	Edgeholdings
2016	20	NPS	Saratoga National Historical Park	Core	NY	NY-21	Saratoga County	 749,000 	 749,000 	92.6	92.6	Fee	344	Y	"Description: Saratoga National Historical Park was authorized June 1, 1938, to preserve certain lands historically associated with the Battle of Saratoga. The Act of January 12, 1983, revised the boundary of the park and directed that acquisition proceed only on a willing-seller basis unless a landowner is using, or planning to use, land in a manner incompatible with park purposes. The Act of June 1, 1938, authorized the establishment of Saratoga National Historical Park for the purpose of preserving certain historic structures and properties associated with the American Revolution and the founding of the United States.

Natural/Cultural Resources Associated with Proposal: The Battle of Saratoga ranks among the 15 most decisive battles in world history and was the first significant American military victory during the Revolution. Here in 1777 American forces met, defeated and forced a major British army to surrender, an event which led France to recognize the independence of the United States and enter the war as a decisive military ally of the struggling Americans. The 3,410-acre park now comprises 3 separate units: the 4-square-mile Battlefield in Stillwater, NY, the General Philip Schuyler House 8 miles north in Schuylerville and the Saratoga Monument in the nearby village of Victory.

Threat: Saratoga County is one of the fastest growing counties in the country. Residential and commercial developments present an increasing threat to the historic resources of the park. 

Need: The funds requested will be obligated to acquire high-priority tracts containing 92.6 acres at Saratoga National Historical Park. The tracts include natural and archeological resources, a critical portion of the Old Champlain Canal which will complete a regional trail system, a farm site dating to the 1760s with British fortifications in the heart of the Battlefield, the remains of three forts from the French and Indian Wars, and the “Sword Surrender Site” where British General Burgoyne surrendered to American General Gates."	 -   	 10,000 	
2016	3	BLM	Sandy River Area of Critical Environmental Concern/ Oregon National Historic Trail	Core	OR	OR-3	Clackamas and Multnomah Counties	 750,000 	 750,000 	 20.00 	 20.00 	Fee	 667.00 	Y	"Purpose: Preservation of the Sandy/Salmon River gorge and interwoven Oregon National Historic Trail corridor, providing for the protection of open space, scenic, recreation, fisheries and wildlife values. Improve public recreational access to the river corridor.

Purchase Opportunities: Multiple properties facing immediate threat from commercial and rural residential development and subdivision, and degrading land use practices.

Project Description: A breath-taking scenic corridor immediately east of metropolitan Portland, the Sandy and Salmon Rivers descend from the forested slopes of Mount Hood, harboring a rich diversity of animal and plant populations, within secluded riparian and wetland areas. Multiple threatened salmonid species, including Lower Columbia Chinook and Coho salmon and Steelhead, use these turbulent waters for spawning and rearing their young before returning to the Pacific Ocean via the Columbia River. Old growth stands of Douglas fir contain prime habitat for the threatened northern spotted owl.

The 29,000-acre Sandy River ACEC project offers exceptional recreational opportunities for fishing, hiking, wildlife viewing, nature study, and non-motorized boating or floating. The project is easily accessible from the Portland metro area, the Northwest's second largest population center. Within the project area is the route of the historic Barlow Trail, the western segment of the Oregon National Scenic Trail. The project shares a common boundary with the Salmon-Huckleberry Wilderness, administered by the USFS.

Portland General Electric recently completed removal of its Bull Run hydroelectric project, including dams on both the Sandy and Little Sandy Rivers. Dam removal has restored the free flowing character of the Sandy River. Numerous projects designed to improve public access and enhance and restore habitat for listed species have been undertaken by BLM and its partners on and adjacent to recently acquired parcels within the project area."	 5,000 	 1,500 	
2016	8	BLM	Cascade-Siskiyou National Monument	Core	OR	OR-2	Jackson	 2,600,000 	 230,000 	 2,289.00 	 179.00 	Fee	 12,688.00 	Y	"Purpose: Consolidate checkerboard land ownership pattern within the Monument to conserve and restore native and endemic plants and habitats within the greater Klamath-Cascade eco-region.

Purchase Opportunities: Acquisition of key parcels from willing sellers in order to increase the connectivity of protected Monument lands and biologic, geologic and hydrologic resources.

Project Description: Fir forests, oak groves, wildflower meadows and steep canyons make the 85,105-acre Cascade-Siskiyou National Monument (CSNM) an ecological wonder, with biological diversity unmatched in the Cascade Range. A tremendous variety of plants and animals make homes amidst the Monument's towering forests, sunlit groves, wildflower-strewn meadows, and steep canyons. The Monument is a bird sanctuary, with more than 200 species identified, including the Northern Spotted Owl, the Great Gray Owl, the Peregrine Falcon, and the Willow Flycatcher.

The properties proposed for acquisition include a mix of Douglas-fir, ponderosa pine, other conifers and oak species. They also contain alpine meadows supporting wildflowers, including the rare Greene's Mariposa Lily. The parcels are bordered by BLM-identified Old Growth Emphasis and Diversity Emphasis Areas, including Soda Mountain Wilderness, and provide important connectivity within the Monument's ecosystem. Several parcels make up the ""land bridge"" between the mountain systems and the eco-regions. Multiple properties include cold-water springs containing rare and endemic snails. The CSNM provides habitat for three endemic bureau sensitive fish species: Jenny Creek suckers, the speckled dace, and a long-isolated stock of reband trout. The lands support populations of white-headed woodpecker, western pond turtle, and beaver.

Several tracts include, abut, or are within the viewshed of a popular section of the 2,638-mile Pacific Crest National Scenic Trail (NST). The Pacific Crest NST acts as the ""gateway"" to the Monument from Interstate 5."	 15,000 	 5,000 	
2016	11	BLM	North Umpqua National Wild and Scenic River	Core	OR	OR-2	Douglas	 2,000,000 	 2,000,000 	 211.00 	 211.00 	Fee	 247.00 	Y	"Purpose: Acquire lands within the North Umpqua NWSR corridor to preserve and protect water quality and quantity benefitting wildlife, recreation, scenic and cultural resources. Preserve North Umpqua National Recreation Trail accessibility and quality.

Purchase Opportunities: Multiple parcels within the North Umpqua NWSR corridor face county divestment. Strong support from the local community and across Oregon for BLM to secure perpetual ownership and guarantee public access.

Project Description: The unique, emerald green waters of the North Umpqua NWSR originate high in the Cascade Mountains, near Crater Lake National Park. The river's reputation as a world-class steelhead stream and its famous emerald water results from the river's source being high enough in the Cascades to derive from snowmelt during the entire year. The melting snow is trapped in volcanic soil and pumice and released during the summer months, providing an even cool-temperature flow. The North Umpqua is one of two rivers in Oregon that flows directly from the Cascades to the Pacific Ocean.

The North Umpqua National Recreation Trail parallels the North Umpqua for 80 miles. Over this distance the trail descends 5,000 vertical feet, propelling trail users on a journey through deep dark canyons and past waterfalls, volcanic rock cliffs, and pristine, towering old growth forests. The trail affords public access to the North Umpqua's hidden holes and riffles offering challenges to fly-fishing anglers. The world renowned North Umpqua is known as one of the top 10 fly-fishing destinations in the world. Zane Grey, the famous author and sportsman, maintained a camp along the North Umpqua in the 1930s and was a strong advocate for protection of the river's fisheries. The trail is labeled as one of 59 ""Epic Rides"" in the world by the International Mountain Biking Association. Over 250,000 annual visitors experience the water quality and quantity, recreation, scenic, fish, wildlife, and cultural values of the corridor. The corridor provides critical habitat to two federally-threatened species, the Oregon Coast Coho Salmon and northern spotted owl, as well as the American bald eagle, a BLM sensitive species.

In addition to the NWSR designation, the proposed acquisition is within the Rogue-Umpqua National Scenic Byway, North Umpqua SRMA, and is designated an Oregon State Scenic Waterway. Acquisition of the parcel is imperative to protect the remarkable values of the corridor and to consolidate federal ownership. Recent timber clear cuts abutting the proposed acquisition threaten the unique values of the corridor."	 10,000 	 5,000 	
2016	17	NPS	Gettysburg National Military Park	Core	PA	PA-4	Adams County	 285,000 	 285,000 	 18.12 	 18.12 	Fee	 894.00 	Y	"Description: Gettysburg National Military Park was established by the Act of February 11, 1895, and jurisdiction was transferred from the Secretary of the Army to the Secretary of the Interior by Executive Order on June 10, 1933. The Act of August 17, 1990, revised the boundary and authorized the appropriation of such funds as necessary for land acquisition at Gettysburg National Military Park. The act added 1,791 acres of privately owned land to the park. A total of 912 acres remain to be acquired in the park after fiscal year 2014. Of that amount, 143 acres with an estimated value of $5,200,000 are located in the older inholding area of the park.

Natural/Cultural Resources Associated with Proposal: The great Civil War battle fought here July 1-3, 1863, repulsed the second Confederate invasion of the North. Gettysburg National Cemetery -- more than 7,000 interments, 1,668 unidentified -- adjoins the park. At the dedication of the cemetery on November 19, 1863, President Abraham Lincoln delivered his timeless Gettysburg Address.

Threat: There is intense pressure to commercially develop privately owned lands in and around Gettysburg National Military Park. Such development would threaten the historic integrity of the park.

Need: The requested funds are needed to acquire, from a willing seller, an 18.12-acre tract containing the remains of McAllister's Mill, the only documented Underground Railroad site within the boundary of Gettysburg National Military Park. The McAllister family was active in the abolitionist and Underground-Railroad movement in the first half of the nineteenth century. Their buildings, primarily the grist mill, were used as stations on the Underground Railroad in which fugitive slaves were sheltered on their way to New York and Canada. The tract contains many landscape features and structures that affected the outcome of the battle or were used for field hospitals. It also features the hill associated with the McAllister farm buildings, where, using fences and stone walls, Union sharpshooters controlled the grounds below them and prevented Confederate incursions to the major logistical supply line and rear of the Union army at Baltimore Pike. The acquisition of this tract will preserve the remaining foundations of the McAllister Buildings, as well as significant historic landscape features."	 12,000 	 -   	
2016	2	NPS	Obed Wild and Scenic River	Core	TN	TN-3	Morgan and Cumberland Counties	 1,204,000 	 1,204,000 	 450.69 	 450.69 	Fee	 583.00 	Y	"Description: Obed Wild and Scenic River (OBED) was established October 12, 1976, to preserve segments of the Obed River in free-flowing condition as a component of the National Wild and Scenic Rivers System. The Wild and Scenic River contains 5,073 acres, of which 1,034 acres are privately owned. Acquisition efforts have been focused on the highest priority tracts for which acquisition of fee interest is necessary in order to acquire the needed visitor-use areas.

Natural/Cultural Resources Associated with Proposal: Forty-five miles of free-flowing streams are protected within the OBED boundary, offering Class II through IV whitewater, camping, hiking, and other activities.

Threat: As the population around OBED continues to grow, pressure for new housing in the area continues to increase. Development of the tracts proposed for acquisition would be in direct conflict with the legislation that mandated preservation of the river in a “wild” condition.

Need: The requested funds would be used to acquire 7 tracts totaling 450.69 acres of land at OBED. Six tracts are critical for the protection of the resources, viewshed and recreational opportunities of the most scenic and popular stream sections in the entire park. Taken altogether, the number of river miles that would receive complete viewshed protection through the purchase of these six tracts would be more than half of the river miles authorized for OBED by Congress. The land immediately surrounding these six tracts is being aggressively developed. On several tracts, good quality roads lead to likely building sites both on the high ridges and cliffs overlooking the river and on extensive flat land immediately adjoining the river. The existence of such infrastructure classifies these six tracts as imminently developable. The seventh tract contains 29.23 acres of privately owned land and its location is known as ""Obed Junction"", the most important put-in and take-out spot for whitewater paddlers along the Obed River. "	 -   	 -   	
2016	12	BLM	Colorado Riverway Special Recreation Management Area	Core	UT	UT-3	Grand	 1,100,000 	 1,100,000 	 1,280.00 	 1,280.00 	Fee	 2,520.00 	Y	"Purpose: Purchase inholdings within the Colorado Special Recreation Management Area (SRMA) to protect riparian and scenic resources, T&E species and habitat, and enhance recreation opportunities from uses inconsistent with management goals.

Purchase Opportunities: Multiple inholding parcels are immediately available from highly-motivated willing sellers.

Project Description: The 90,000-acre Colorado Riverway SRMA is one of Utah's busiest recreation areas. More than 800,000 visitors annually enjoy the scenic and recreational opportunities offered within this area, including 60,000 visitors who float (many with local outfitters) the ""daily"" stretch of the Colorado River that flows through the SRMA. The river is an important economic asset to the local community, supporting many local river-running businesses. The SRMA contains 9 developed boating access facilities, 22 campgrounds, 8 non-motorized trailheads, and 3 trailheads used by both motorized and non-motorized users. The SRMA contains Moab's most popular hiking trails, including Corona Arch, Negro Bill Canyon, and Fisher Towers (a National Recreation Trail), as well as several of the most popular rock climbing areas in southeastern Utah. The spectacular ""red-rock"" scenery afforded by the Colorado Riverway is the main draw for all of these activities. The SRMA also provides habitat for federal T&E and state listed sensitive species, such as several native fish species, the Mexican spotted owl, Southwest Willow Flycatcher, and several types of plants.

The BLM Moab Field Office has an ongoing program to acquire private parcels within the Colorado Riverway SMA to protect scenic and recreational values. Past acquisitions were accomplished by both purchase and exchange. A recent legislatively-mandated exchange with the Utah State School and Institutional Trust Lands Administration will add 21 formerly state parcels (surface and minerals) to the Colorado River SMRA."	 10,000 	 2,000 	
